id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.identifier.uri,dc.publisher[],dc.subject[],dc.title[],dc.title[en_US]
"30e47ab8-5aed-4ac2-991d-ddd5878087d0","108/20","ISO 7203-3 : 2011","2021-04-09T07:19:16Z","2016-12-02T07:37:04Z","2021-04-09T07:19:16Z","2016-12-02T07:37:04Z","2011","Made available in DSpace on 2016-12-02T07:37:04Z (GMT). No. of bitstreams: 1
7203-3_2011.pdf: 1564496 bytes, checksum: 68f5cb3680aec27f46d807ca6d9b4bad (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-04-09T07:19:16Z (GMT). No. of bitstreams: 1
7203-3_2011.pdf: 1564496 bytes, checksum: 68f5cb3680aec27f46d807ca6d9b4bad (MD5)
  Previous issue date: 2011",,"http://localhost:8080/xmlui/handle/108/19690",,,"Fire extinguishing media -- Foam concentrates -- Part 3: Specification for low expansion foam concentrates for top application to water-miscible liquids",
"319b0875-bdbe-465e-bae8-108a73d729a3","108/20","BS EN 10083-3 : 2006","2021-04-09T07:21:45Z","2016-12-02T07:37:34Z","2021-04-09T07:21:45Z","2016-12-02T07:37:34Z","2006","Made available in DSpace on 2016-12-02T07:37:34Z (GMT). No. of bitstreams: 1
sp7912.pdf: 9403865 bytes, checksum: a9502122d1b1b41c845e541399badb99 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:21:45Z (GMT). No. of bitstreams: 1
sp7912.pdf: 9403865 bytes, checksum: a9502122d1b1b41c845e541399badb99 (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/19999",,"SP7912||britstd||ardedig","Steels for quenching and tempering - Technical delivery conditions for alloy steels",
"31a3ef58-e088-49de-9ede-8bc904df1e8d","108/20","BS 2SP 47:1957","2021-04-09T07:21:48Z","2016-12-02T07:37:30Z","2021-04-09T07:21:48Z","2016-12-02T07:37:30Z","1957","Made available in DSpace on 2016-12-02T07:37:30Z (GMT). No. of bitstreams: 1
bs 2sp-47-1957.pdf: 355438 bytes, checksum: b20103e67dc366f6181fc06e5ab84368 (MD5)
  Previous issue date: 1957||Made available in DSpace on 2021-04-09T07:21:48Z (GMT). No. of bitstreams: 1
bs 2sp-47-1957.pdf: 355438 bytes, checksum: b20103e67dc366f6181fc06e5ab84368 (MD5)
  Previous issue date: 1957",,"http://localhost:8080/xmlui/handle/108/19969",,"britstd","Single coil spring washers for aircraft",
"31eaefd5-9f52-48bb-87d6-9a66161b4ed8","108/20","ISO 20482 : 2003","2021-04-09T07:19:53Z","2016-12-02T07:37:18Z","2021-04-09T07:19:53Z","2016-12-02T07:37:18Z","2003","Made available in DSpace on 2016-12-02T07:37:18Z (GMT). No. of bitstreams: 1
20482.pdf: 155432 bytes, checksum: 8dc0a06d8d4c765450c7992d97095ef5 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:19:53Z (GMT). No. of bitstreams: 1
20482.pdf: 155432 bytes, checksum: 8dc0a06d8d4c765450c7992d97095ef5 (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/19818",,,"Metallic materials -- Sheet and strip -- Erichsen cupping test",
"3362e0b2-a06d-43f9-b3e2-88c9b7fdeee5","108/20","DIN EN 10238 : 1996","2021-04-09T07:22:58Z","2016-12-02T07:37:40Z","2021-04-09T07:22:58Z","2016-12-02T07:37:40Z","1996","Made available in DSpace on 2016-12-02T07:37:40Z (GMT). No. of bitstreams: 1
din-en-10238-1996.pdf: 632289 bytes, checksum: 8a6623305a7f1452db50369a3ee4ebd8 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-04-09T07:22:58Z (GMT). No. of bitstreams: 1
din-en-10238-1996.pdf: 632289 bytes, checksum: 8a6623305a7f1452db50369a3ee4ebd8 (MD5)
  Previous issue date: 1996",,"http://localhost:8080/xmlui/handle/108/20044",,"dinstd","Automatically blast-cleaned and automatically prefabrication-primed structural steel products",
"33a425a1-d1d4-4162-a7ab-382146c51bb7","108/20","ISO 5725-1 : 1994","2021-04-09T07:23:49Z","2016-12-02T07:37:47Z","2021-04-09T07:23:49Z","2016-12-02T07:37:47Z","1994","Made available in DSpace on 2016-12-02T07:37:47Z (GMT). No. of bitstreams: 1
5725-1.pdf: 4428100 bytes, checksum: 6f56e8f3f669f73cded2f7376742aec6 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-04-09T07:23:49Z (GMT). No. of bitstreams: 1
5725-1.pdf: 4428100 bytes, checksum: 6f56e8f3f669f73cded2f7376742aec6 (MD5)
  Previous issue date: 1994",,"http://localhost:8080/xmlui/handle/108/20118",,,"Accuracy (trueness and precision) of measurement methods and results -- Part 1: General principles and definitions",
"340aa029-a6fe-48de-a476-c6c00131b0ea","108/20","BS EN10277-3 : 1999","2021-04-09T07:21:30Z","2016-12-02T07:37:33Z","2021-04-09T07:21:30Z","2016-12-02T07:37:33Z","1999","Made available in DSpace on 2016-12-02T07:37:33Z (GMT). No. of bitstreams: 1
sp6413.pdf: 1831651 bytes, checksum: c7e5e9bc7aff1a9c1beddd5215470ca3 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:21:30Z (GMT). No. of bitstreams: 1
sp6413.pdf: 1831651 bytes, checksum: c7e5e9bc7aff1a9c1beddd5215470ca3 (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/19990",,"SP6413||britstd||ardedig","Bright steel products - Technical delivery conditions : Pt.3 : Free-cutting steels",
"3410d4c6-93d8-4928-abdb-3f71e1d87fe8","108/20","DIN EN 10216-5 : 2004","2021-04-09T07:22:26Z","2016-12-02T07:37:41Z","2021-04-09T07:22:26Z","2016-12-02T07:37:41Z","2004","Made available in DSpace on 2016-12-02T07:37:41Z (GMT). No. of bitstreams: 1
din-en-10216-5-2004.pdf: 7044109 bytes, checksum: 19ecf16f65e33203647aa5c299f7b591 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:22:26Z (GMT). No. of bitstreams: 1
din-en-10216-5-2004.pdf: 7044109 bytes, checksum: 19ecf16f65e33203647aa5c299f7b591 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/20059",,"dinstd","Seamless steel tubes for pressure purposes - Technical delivery conditions - Part 5: Stainless steel tubes",
"342fca8f-1078-479a-bd8e-3289adab1dba","108/20","ISO 6361-2 : 2011","2021-04-09T07:20:49Z","2016-12-02T07:37:22Z","2021-04-09T07:20:49Z","2016-12-02T07:37:22Z","2011","Made available in DSpace on 2016-12-02T07:37:22Z (GMT). No. of bitstreams: 1
6361-2_2011.pdf: 2660454 bytes, checksum: b9227b9b0c2235e8167fa7e350baebc4 (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-04-09T07:20:49Z (GMT). No. of bitstreams: 1
6361-2_2011.pdf: 2660454 bytes, checksum: b9227b9b0c2235e8167fa7e350baebc4 (MD5)
  Previous issue date: 2011",,"http://localhost:8080/xmlui/handle/108/19871",,,"Wrought aluminium and aluminium alloy sheets, strips and plates -- Part 2: Mechanical properties",
"344fa730-af32-4dc7-9f64-0216b4226e16","108/20","BS EN 10088-Pt.1 : 2005","2021-04-09T07:21:26Z","2016-12-02T07:37:29Z","2021-04-09T07:21:26Z","2016-12-02T07:37:29Z","2005","Made available in DSpace on 2016-12-02T07:37:29Z (GMT). No. of bitstreams: 1
bs en 10088-1.pdf: 1689233 bytes, checksum: 6ff1f1138c410822d0175e94c929437c (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:21:26Z (GMT). No. of bitstreams: 1
bs en 10088-1.pdf: 1689233 bytes, checksum: 6ff1f1138c410822d0175e94c929437c (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19948",,"britstd","Stainless steels - List of stainless steels",
"3460e324-59dc-4b4b-8674-870ea068b6b2","108/20","ISO 809 : 1973","2021-04-09T07:20:34Z","2016-12-02T07:37:21Z","2021-04-09T07:20:34Z","2016-12-02T07:37:21Z","1973","Made available in DSpace on 2016-12-02T07:37:21Z (GMT). No. of bitstreams: 1
809.pdf: 1060176 bytes, checksum: bc33e78f5ab12f63a5c122d30bdfa320 (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T07:20:34Z (GMT). No. of bitstreams: 1
809.pdf: 1060176 bytes, checksum: bc33e78f5ab12f63a5c122d30bdfa320 (MD5)
  Previous issue date: 1973",,"http://localhost:8080/xmlui/handle/108/19849",,,"Magnesium and magnesium alloys -- Determination of manganese -- Periodate photometric method (Manganese content between 0,01 and 0,8 %)",
"35490eb9-8a35-4c3b-9ca2-25c1f7fcfd1a","108/20","ISO 886 : 1973","2021-04-09T07:24:51Z","2016-12-02T07:36:59Z","2021-04-09T07:24:51Z","2016-12-02T07:36:59Z","1973","Made available in DSpace on 2016-12-02T07:36:59Z (GMT). No. of bitstreams: 1
886.pdf: 1254063 bytes, checksum: ec449c1929786ca0716cca3468abdcc7 (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T07:24:51Z (GMT). No. of bitstreams: 1
886.pdf: 1254063 bytes, checksum: ec449c1929786ca0716cca3468abdcc7 (MD5)
  Previous issue date: 1973",,"http://localhost:8080/xmlui/handle/108/19653",,,"Aluminium and aluminium alloys -- Determination of manganese -- Photometric method (Manganese content between 0,005 and 1,5 %)",
"3552c9b3-a1ca-4c90-9d0c-33832c6f1d89","108/20","ISO/IEC 14764 : 2006","2021-04-09T07:19:51Z","2016-12-02T07:37:13Z","2021-04-09T07:19:51Z","2016-12-02T07:37:13Z","2006","Made available in DSpace on 2016-12-02T07:37:13Z (GMT). No. of bitstreams: 1
14764.pdf: 1394877 bytes, checksum: 6884c5a94220434e4a3fdb038487ac0e (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:19:51Z (GMT). No. of bitstreams: 1
14764.pdf: 1394877 bytes, checksum: 6884c5a94220434e4a3fdb038487ac0e (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/19767",,,"Software Engineering -- Software Life Cycle Processes -- Maintenance",
"3693123f-5687-4638-bae5-2272de8a5195","108/20","ISO 10012 : 2003","2021-04-09T07:20:57Z","2016-12-02T07:37:24Z","2021-04-09T07:20:57Z","2016-12-02T07:37:24Z","2003","Made available in DSpace on 2016-12-02T07:37:24Z (GMT). No. of bitstreams: 1
10012.pdf: 966928 bytes, checksum: 8ad35dcd511c377a292fcfafafd4eda8 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:20:57Z (GMT). No. of bitstreams: 1
10012.pdf: 966928 bytes, checksum: 8ad35dcd511c377a292fcfafafd4eda8 (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/19887",,,"Measurement management systems -- Requirements for measurement processes and measuring equipment",
"369b6aa1-25ba-4df1-b088-08a333917532","108/20","ISO/IEC 27033-3 : 2010","2021-04-09T07:24:56Z","2016-12-02T07:36:59Z","2021-04-09T07:24:56Z","2016-12-02T07:36:59Z","2010","Made available in DSpace on 2016-12-02T07:36:59Z (GMT). No. of bitstreams: 2
license.txt: 1845 bytes, checksum: d938e7cdd06e5af9e27b1913a01b654a (MD5)
ISO IEC 27033-3_2010(E) .pdf: 871888 bytes, checksum: 7e7be37f5219f929db407a66c75958fe (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-04-09T07:24:56Z (GMT). No. of bitstreams: 2
ISO IEC 27033-3_2010(E) .pdf: 871888 bytes, checksum: 7e7be37f5219f929db407a66c75958fe (MD5)
license.txt: 1845 bytes, checksum: d938e7cdd06e5af9e27b1913a01b654a (MD5)
  Previous issue date: 2010",,"http://localhost:8080/xmlui/handle/108/19658",,,"Information technology - Security techniques - Network security - Part 3: Reference networking scenarios — Threats, design techniques and control issues",
"36c24b35-40cb-4d54-8bca-c4f43c53da45","108/20","En 15||R A Mottram||J Woolman","2021-04-09T07:24:36Z","2016-12-01T09:18:13Z","2021-04-09T07:24:36Z","2016-12-01T09:18:13Z","1964","Made available in DSpace on 2016-12-01T09:18:13Z (GMT). No. of bitstreams: 1
en_15.pdf: 3774836 bytes, checksum: 53c8e127a8dd8a2dd79a4da1e38c5c11 (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:24:36Z (GMT). No. of bitstreams: 1
en_15.pdf: 3774836 bytes, checksum: 53c8e127a8dd8a2dd79a4da1e38c5c11 (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9661",,"ENSteels||En15","CARBON-MANGANESE STEEL (HIGHER TENSILE)",
"3726ad23-818b-494e-804e-4702a67d5539","108/20","DIN 50960-Pt.1 : 1986","2021-04-09T07:19:33Z","2020-02-05T06:18:27Z","2021-04-09T07:19:33Z","2020-02-05T06:18:27Z","1986","Submitted by Tushar Sangamnerkar (tdsangamnerkar@arde.org) on 2020-02-05T06:18:27Z
No. of bitstreams: 1
DIN-50960-PART-1-1986-02.PDF: 228991 bytes, checksum: 570856ee97552dd653b15c0587a93b15 (MD5)||Made available in DSpace on 2020-02-05T06:18:27Z (GMT). No. of bitstreams: 1
DIN-50960-PART-1-1986-02.PDF: 228991 bytes, checksum: 570856ee97552dd653b15c0587a93b15 (MD5)
  Previous issue date: 1986||Made available in DSpace on 2021-04-09T07:19:33Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
DIN-50960-PART-1-1986-02.PDF: 228991 bytes, checksum: 570856ee97552dd653b15c0587a93b15 (MD5)
  Previous issue date: 1986",,"http://localhost:8080/xmlui/handle/108/156427",,,,"Electroplated and chemical coatings : Designation and specification in technical documents"
"37915e13-09ac-4362-8f75-8b8e8e247f76","108/20","BS 2S 203:2004","2021-04-09T07:21:53Z","2016-12-02T07:37:30Z","2021-04-09T07:21:53Z","2016-12-02T07:37:30Z","2004","Made available in DSpace on 2016-12-02T07:37:30Z (GMT). No. of bitstreams: 1
bs 203.pdf: 188946 bytes, checksum: c0f3c63587f5b33650cd3e24bb86a246 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:21:53Z (GMT). No. of bitstreams: 1
bs 203.pdf: 188946 bytes, checksum: c0f3c63587f5b33650cd3e24bb86a246 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/19964",,"britstd","Carbon steel wire rod, wire and springs - High duty unground wire - Hardened and tempered - Specification",
"37bc6906-75e8-4688-b7ce-8c084ab56f39","108/20","ISO 10993-4 : 2002","2021-04-09T07:23:34Z","2016-12-02T07:37:46Z","2021-04-09T07:23:34Z","2016-12-02T07:37:46Z","2002","Made available in DSpace on 2016-12-02T07:37:46Z (GMT). No. of bitstreams: 1
10993-4.pdf: 822772 bytes, checksum: 01e3e65b5e8ee97b6133103677b2b57a (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-04-09T07:23:34Z (GMT). No. of bitstreams: 1
10993-4.pdf: 822772 bytes, checksum: 01e3e65b5e8ee97b6133103677b2b57a (MD5)
  Previous issue date: 2002",,"http://localhost:8080/xmlui/handle/108/20109",,,"Biological evaluation of medical devices -- Part 4: Selection of tests for interactions with blood",
"37ec2ffa-fb5d-4120-9e38-16f3db2c1e82","108/20","ISO 582 : 1995","2021-04-09T07:19:01Z","2016-12-02T07:37:01Z","2021-04-09T07:19:01Z","2016-12-02T07:37:01Z","1995","Made available in DSpace on 2016-12-02T07:37:01Z (GMT). No. of bitstreams: 1
582.pdf: 1220044 bytes, checksum: 76201970bc419996d9250160ebb90703 (MD5)
  Previous issue date: 1995||Made available in DSpace on 2021-04-09T07:19:01Z (GMT). No. of bitstreams: 1
582.pdf: 1220044 bytes, checksum: 76201970bc419996d9250160ebb90703 (MD5)
  Previous issue date: 1995",,"http://localhost:8080/xmlui/handle/108/19664",,,"Rolling bearings -- Chamfer dimensions -- Maximum values",
"380aa113-53b7-41ba-a27c-a0d901db4a9e","108/20","ISO 808 : 1973","2021-04-09T07:23:31Z","2016-12-02T07:37:45Z","2021-04-09T07:23:31Z","2016-12-02T07:37:45Z","1973","Made available in DSpace on 2016-12-02T07:37:45Z (GMT). No. of bitstreams: 1
808.pdf: 1303639 bytes, checksum: 07e81cc1e5a745eae16845b31ba012d4 (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T07:23:31Z (GMT). No. of bitstreams: 1
808.pdf: 1303639 bytes, checksum: 07e81cc1e5a745eae16845b31ba012d4 (MD5)
  Previous issue date: 1973",,"http://localhost:8080/xmlui/handle/108/20102",,,"Aluminium and aluminium alloys -- Determination of silicon -- Spectrophotometric method with the reduced silicomolybdic complex",
"38a0e078-9a48-4a5d-80cf-b5ea0b7a01d1","108/20","ISO 13528 : 2005","2021-04-09T07:19:48Z","2016-12-02T07:37:17Z","2021-04-09T07:19:48Z","2016-12-02T07:37:17Z","2005","Made available in DSpace on 2016-12-02T07:37:17Z (GMT). No. of bitstreams: 1
13528.pdf: 2413058 bytes, checksum: 21eae89f3a573b305589260a5bf66b5b (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:19:48Z (GMT). No. of bitstreams: 1
13528.pdf: 2413058 bytes, checksum: 21eae89f3a573b305589260a5bf66b5b (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19809",,,"Statistical methods for use in proficiency testing by interlaboratory comparisons",
"38d6fda0-223f-42df-810f-e8d309b582f3","108/20","ISO 14175 : 2008","2021-04-09T07:19:29Z","2016-12-02T07:37:10Z","2021-04-09T07:19:29Z","2016-12-02T07:37:10Z","2008","Made available in DSpace on 2016-12-02T07:37:10Z (GMT). No. of bitstreams: 1
14175.pdf: 148954 bytes, checksum: d5956f3a3a9009bc23d985182c57e8be (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-04-09T07:19:29Z (GMT). No. of bitstreams: 1
14175.pdf: 148954 bytes, checksum: d5956f3a3a9009bc23d985182c57e8be (MD5)
  Previous issue date: 2008",,"http://localhost:8080/xmlui/handle/108/19740",,,"Welding consumables -- Gases and gas mixtures for fusion welding and allied processes",
"391d7dd9-45df-454e-ba56-23677be35452","108/20","ISO 10360-2 : 2009","2021-04-09T07:23:23Z","2016-12-02T07:37:46Z","2021-04-09T07:23:23Z","2016-12-02T07:37:46Z","2009","Made available in DSpace on 2016-12-02T07:37:46Z (GMT). No. of bitstreams: 1
10360-2.pdf: 385775 bytes, checksum: 2571583f2cf9616b4fe5567439e94d55 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-04-09T07:23:23Z (GMT). No. of bitstreams: 1
10360-2.pdf: 385775 bytes, checksum: 2571583f2cf9616b4fe5567439e94d55 (MD5)
  Previous issue date: 2009",,"http://localhost:8080/xmlui/handle/108/20110",,,"Geometrical product specifications (GPS) -- Acceptance and reverification tests for coordinate measuring machines (CMM) -- Part 2: CMMs used for measuring linear dimensions",
"39587f9b-1066-47a0-837a-5d4c7cfb493e","108/20","ISO 15 : 2011","2021-04-09T07:19:14Z","2016-12-02T07:37:02Z","2021-04-09T07:19:14Z","2016-12-02T07:37:02Z","2011","Made available in DSpace on 2016-12-02T07:37:02Z (GMT). No. of bitstreams: 1
15.pdf: 431864 bytes, checksum: ce63d000fde7d76e1dd1434234b73cc2 (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-04-09T07:19:14Z (GMT). No. of bitstreams: 1
15.pdf: 431864 bytes, checksum: ce63d000fde7d76e1dd1434234b73cc2 (MD5)
  Previous issue date: 2011",,"http://localhost:8080/xmlui/handle/108/19675",,,"Rolling bearings -- Radial bearings -- Boundary dimensions, general plan",
"39f439bd-68bc-4485-b2df-c38f3bc5d72a","108/20","BS 3673-2:1965","2021-04-09T07:21:28Z","2016-12-02T07:37:29Z","2021-04-09T07:21:28Z","2016-12-02T07:37:29Z","1965","Made available in DSpace on 2016-12-02T07:37:29Z (GMT). No. of bitstreams: 1
bs-3673-part-2-1965.pdf: 377207 bytes, checksum: 0bab4d381f7f72abcde701bd53919c53 (MD5)
  Previous issue date: 1965||Made available in DSpace on 2021-04-09T07:21:28Z (GMT). No. of bitstreams: 1
bs-3673-part-2-1965.pdf: 377207 bytes, checksum: 0bab4d381f7f72abcde701bd53919c53 (MD5)
  Previous issue date: 1965",,"http://localhost:8080/xmlui/handle/108/19955",,"britstd","Spring retaining rings - Part 2: Carbon steel E clips",
"3a1186f0-5915-4f8e-af1b-2909afbedcf9","108/20","En 4||R A Mottram||J Woolman","2021-04-09T07:21:34Z","2016-12-01T09:18:09Z","2021-04-09T07:21:34Z","2016-12-01T09:18:09Z","1964","Made available in DSpace on 2016-12-01T09:18:09Z (GMT). No. of bitstreams: 1
en_4.pdf: 2061154 bytes, checksum: ee1e9ec78dc0f27b2a019f21c6dbf20d (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:21:34Z (GMT). No. of bitstreams: 1
en_4.pdf: 2061154 bytes, checksum: ee1e9ec78dc0f27b2a019f21c6dbf20d (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9622",,"ENSteels||En4","""25"" CARBON STEEL",
"3a4b2dfe-a291-4da0-af97-40d281a6d868","108/20","ISO 53 : 1998","2021-04-09T07:19:10Z","2016-12-02T07:37:05Z","2021-04-09T07:19:10Z","2016-12-02T07:37:05Z","1998","Made available in DSpace on 2016-12-02T07:37:05Z (GMT). No. of bitstreams: 1
53.pdf: 98713 bytes, checksum: 0ac160be93eb108337ce0cc9fac305f1 (MD5)
  Previous issue date: 1998||Made available in DSpace on 2021-04-09T07:19:10Z (GMT). No. of bitstreams: 1
53.pdf: 98713 bytes, checksum: 0ac160be93eb108337ce0cc9fac305f1 (MD5)
  Previous issue date: 1998",,"http://localhost:8080/xmlui/handle/108/19700",,,"Cylindrical gears for general and heavy engineering -- Standard basic rack tooth profile",
"3a8d4777-3335-4873-9878-81c02340a5fb","108/20","ISO 35 : 2004/Amd 1 : 2006","2021-04-09T07:23:15Z","2016-12-02T07:37:45Z","2021-04-09T07:23:15Z","2016-12-02T07:37:45Z","2004","Made available in DSpace on 2016-12-02T07:37:45Z (GMT). No. of bitstreams: 1
35_amd_1.pdf: 139726 bytes, checksum: b144fccd6e1493cc995509e2dbb8ce58 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:23:15Z (GMT). No. of bitstreams: 1
35_amd_1.pdf: 139726 bytes, checksum: b144fccd6e1493cc995509e2dbb8ce58 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/20095",,,"Natural rubber latex concentrate -- Determination of mechanical stability -- Amendment 1: Precision data",
"3aeb6798-f71c-46ef-abca-38c809730606","108/20","ISO 6859-1 : 1982","2021-04-09T07:24:45Z","2016-12-02T07:36:59Z","2021-04-09T07:24:45Z","2016-12-02T07:36:59Z","1982","Made available in DSpace on 2016-12-02T07:36:59Z (GMT). No. of bitstreams: 1
6859-1.pdf: 3849173 bytes, checksum: 7f4425f454dfd2a943bc4eed4e652efc (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-04-09T07:24:45Z (GMT). No. of bitstreams: 1
6859-1.pdf: 3849173 bytes, checksum: 7f4425f454dfd2a943bc4eed4e652efc (MD5)
  Previous issue date: 1982",,"http://localhost:8080/xmlui/handle/108/19652",,,"Aircraft -- Proximity switches -- Part 1: General requirements",
"3b1eaf1b-3a21-4fbc-be19-cedbb550dbea","108/20","BS EN ISO 13000-2 : 2005","2021-04-09T07:23:38Z","2016-12-02T07:37:46Z","2021-04-09T07:23:38Z","2016-12-02T07:37:46Z","2005","Made available in DSpace on 2016-12-02T07:37:46Z (GMT). No. of bitstreams: 2
license.txt: 1845 bytes, checksum: 8071d08e1062b59e6887fc2326e3fc89 (MD5)
bseniso13000.pdf: 508151 bytes, checksum: 418db46b6eb6693148ac13b6233dfa90 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:23:38Z (GMT). No. of bitstreams: 2
bseniso13000.pdf: 508151 bytes, checksum: 418db46b6eb6693148ac13b6233dfa90 (MD5)
license.txt: 1845 bytes, checksum: 8071d08e1062b59e6887fc2326e3fc89 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/20114",,"britstd","Plastics - Polytetrafluoroethylene semi-finished products - Part 2 : Preparation of test specimens and determination of properties",
"3b23ecd6-2664-45d6-8459-e79a2ccb2ef8","108/20","ISO 7500-1 : 2004","2021-04-09T07:19:49Z","2016-12-02T07:37:13Z","2021-04-09T07:19:49Z","2016-12-02T07:37:13Z","2004","Made available in DSpace on 2016-12-02T07:37:13Z (GMT). No. of bitstreams: 1
7500-1.pdf: 243599 bytes, checksum: ee98bbdeb5b8c30dfa0f2c5e45c11a46 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:19:49Z (GMT). No. of bitstreams: 1
7500-1.pdf: 243599 bytes, checksum: ee98bbdeb5b8c30dfa0f2c5e45c11a46 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/19766",,,"Metallic materials -- Verification of static uniaxial testing machines -- Part 1: Tension/compression testing machines -- Verification and calibration of the force-measuring system",
"3b3f159c-2e64-4b5f-8853-5f81c5554518","108/20","DIN EN 10297-2 : 2006","2021-04-09T07:22:23Z","2016-12-02T07:37:40Z","2021-04-09T07:22:23Z","2016-12-02T07:37:40Z","2006","Made available in DSpace on 2016-12-02T07:37:40Z (GMT). No. of bitstreams: 1
din-en-10297-2-2006.pdf: 423250 bytes, checksum: f45fea1e5213b44c2cd6ae26b70fd96b (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:22:23Z (GMT). No. of bitstreams: 1
din-en-10297-2-2006.pdf: 423250 bytes, checksum: f45fea1e5213b44c2cd6ae26b70fd96b (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/20039",,"dinstd","Seamless steel tubes for mechanical and general engineering purposes - Technical delivery conditions - Part 2: Stainless steel",
"3bb7e286-c55b-4c34-a9e6-27fd0da6eac7","108/20","ISO 3006 : 2005","2021-04-09T07:21:59Z","2016-12-02T07:37:31Z","2021-04-09T07:21:59Z","2016-12-02T07:37:31Z","2005","Made available in DSpace on 2016-12-02T07:37:31Z (GMT). No. of bitstreams: 1
3006.pdf: 191147 bytes, checksum: d350c486d5bcad0d24c1159b2bf289e3 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:21:59Z (GMT). No. of bitstreams: 1
3006.pdf: 191147 bytes, checksum: d350c486d5bcad0d24c1159b2bf289e3 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19980",,,"Road vehicles -- Passenger car wheels for road use -- Test methods",
"3c82f7c1-5dca-4710-a717-cf2646a595e3","108/20","ISO 214 : 1976","2021-04-09T07:20:22Z","2016-12-02T07:37:21Z","2021-04-09T07:20:22Z","2016-12-02T07:37:21Z","1976","Made available in DSpace on 2016-12-02T07:37:21Z (GMT). No. of bitstreams: 1
214.pdf: 2763437 bytes, checksum: a23b49662b164f05ce02f1c50211c461 (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-04-09T07:20:22Z (GMT). No. of bitstreams: 1
214.pdf: 2763437 bytes, checksum: a23b49662b164f05ce02f1c50211c461 (MD5)
  Previous issue date: 1976",,"http://localhost:8080/xmlui/handle/108/19854",,,"Documentation -- Abstracts for publications and documentation",
