id,collection,dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.subject[],dc.title[],dc.title[en_US]
"295748e6-6dcb-4602-a793-711cc7ad3e1e","108/45",,"ARDE SPEC 43","2021-06-08T06:48:47Z","2016-11-24T06:07:37Z","2021-06-08T06:48:47Z","2016-11-24T06:07:37Z",,"1968","Made available in DSpace on 2016-11-24T06:07:37Z (GMT). No. of bitstreams: 1
ss00042.pdf: 5017083 bytes, checksum: 0da4241081658e26e5391ec407f57690 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:48:47Z (GMT). No. of bitstreams: 1
ss00042.pdf: 5017083 bytes, checksum: 0da4241081658e26e5391ec407f57690 (MD5)
  Previous issue date: 1968","http://localhost:8080/xmlui/handle/108/222","ARDE/SPECN/43||ardedig","LOW TENSION LEAD FERROCYANIDE FUZE FCR USE IN INTEGRAL CHARGE FIRE EXTINGUISHER RECONDITIONED",
"2989302c-6571-4315-910a-cc2b5100b428","108/45",,"ARDE SPEC 24","2021-06-08T06:49:41Z","2016-11-24T06:07:43Z","2021-06-08T06:49:41Z","2016-11-24T06:07:43Z",,"1965","Made available in DSpace on 2016-11-24T06:07:43Z (GMT). No. of bitstreams: 1
ss00025.pdf: 3082134 bytes, checksum: 8c7f37e79b1c8d51f3716dee74fef223 (MD5)
  Previous issue date: 1965||Made available in DSpace on 2021-06-08T06:49:41Z (GMT). No. of bitstreams: 1
ss00025.pdf: 3082134 bytes, checksum: 8c7f37e79b1c8d51f3716dee74fef223 (MD5)
  Previous issue date: 1965","http://localhost:8080/xmlui/handle/108/266","ARDE/SPECN/24||ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER (IND) FOR RUSSIAN AIRCRAFT FILLED",
"29d3dd9b-a6a4-4b61-840e-3980e4d37450","108/45",,"ARDE SPEC 29","2021-06-08T06:51:43Z","2016-11-24T06:08:21Z","2021-06-08T06:51:43Z","2016-11-24T06:08:21Z",,"1966","Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss00029.pdf: 4826694 bytes, checksum: 4523a2e70e423533e8bd82d3a7bcac9d (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-06-08T06:51:43Z (GMT). No. of bitstreams: 1
ss00029.pdf: 4826694 bytes, checksum: 4523a2e70e423533e8bd82d3a7bcac9d (MD5)
  Previous issue date: 1966","http://localhost:8080/xmlui/handle/108/511","ARDE/SPECN/29||ardedig","TRACER SHELL FILLED",
"2a4e74e1-a4fa-492c-abec-e9c9328233be","108/45",,"ARDE PS 121","2021-06-08T06:48:43Z","2016-11-24T06:07:36Z","2021-06-08T06:48:43Z","2016-11-24T06:07:36Z",,,"Made available in DSpace on 2016-11-24T06:07:36Z (GMT). No. of bitstreams: 1
ss00446.pdf: 3529710 bytes, checksum: d0431a1e8fb38cae76874e0074e166ae (MD5)||Made available in DSpace on 2021-06-08T06:48:43Z (GMT). No. of bitstreams: 1
ss00446.pdf: 3529710 bytes, checksum: d0431a1e8fb38cae76874e0074e166ae (MD5)","http://localhost:8080/xmlui/handle/108/214","ardedig","CARTRIDGE CANOPY JETTISONING CLAMSHELL FOR KIRAN AIRCRAFT EMPTY",
"2a769f47-95df-4398-9b2c-b0f342950e13","108/45",,"ARDE SPEC 266  &  ARDE PS 125","2021-06-08T06:48:05Z","2016-11-24T06:07:28Z","2021-06-08T06:48:05Z","2016-11-24T06:07:28Z",,"1980","Made available in DSpace on 2016-11-24T06:07:28Z (GMT). No. of bitstreams: 1
ss00287.pdf: 24995704 bytes, checksum: e7f972d9db34b444d9905604f7bebd46 (MD5)
  Previous issue date: 1980||Made available in DSpace on 2021-06-08T06:48:05Z (GMT). No. of bitstreams: 1
ss00287.pdf: 24995704 bytes, checksum: e7f972d9db34b444d9905604f7bebd46 (MD5)
  Previous issue date: 1980","http://localhost:8080/xmlui/handle/108/162","ARDE/SPECN/266||ardedig","PROJECTOR MINIFLARE (A) MK.I",
"2b0a9ba4-7358-4e2f-acb7-ea7174eb0a0d","108/45",,"ARDE PS 13","2021-06-08T06:52:59Z","2016-11-24T06:07:12Z","2021-06-08T06:52:59Z","2016-11-24T06:07:12Z",,,"Made available in DSpace on 2016-11-24T06:07:12Z (GMT). No. of bitstreams: 1
ss00368.pdf: 2112343 bytes, checksum: 889109f745b08db618bc66302aa89d4b (MD5)||Made available in DSpace on 2021-06-08T06:52:59Z (GMT). No. of bitstreams: 1
ss00368.pdf: 2112343 bytes, checksum: 889109f745b08db618bc66302aa89d4b (MD5)","http://localhost:8080/xmlui/handle/108/68","ardedig","TRACER SHELL FILLED",
"2bbcb8d0-ad79-48e0-bc90-e9a113fea86e","108/45",,"ARDE SPEC 318","2021-06-08T06:48:05Z","2016-11-24T06:07:24Z","2021-06-08T06:48:05Z","2016-11-24T06:07:24Z",,"1984","Made available in DSpace on 2016-11-24T06:07:24Z (GMT). No. of bitstreams: 1
ss00326.pdf: 1435905 bytes, checksum: 62ea50d7dfd297dd4d2259312930fe15 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:48:05Z (GMT). No. of bitstreams: 1
ss00326.pdf: 1435905 bytes, checksum: 62ea50d7dfd297dd4d2259312930fe15 (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/141","ARDE/SPECN/318||ardedig","FLOAT SMOKE & FLAME AIRCRAFT 1.6KG N2 MK.2 (IN) EMPTY",
"2be8e971-3005-481d-8b9f-c93f67c88549","108/45",,"ARDE PS 144","2021-06-08T06:50:51Z","2016-11-24T06:08:14Z","2021-06-08T06:50:51Z","2016-11-24T06:08:14Z",,"0","Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
ss00468.pdf: 10078616 bytes, checksum: 39996e058e8afddb4f97c20e6b2f64af (MD5)
  Previous issue date:    1||Made available in DSpace on 2021-06-08T06:50:51Z (GMT). No. of bitstreams: 1
ss00468.pdf: 10078616 bytes, checksum: 39996e058e8afddb4f97c20e6b2f64af (MD5)
  Previous issue date:    1","http://localhost:8080/xmlui/handle/108/466","ardedig","FLIGHT PROOF OF A/S ROCKET RGB-25 PRACTICE",
"2c80264a-e388-47e3-ab6f-3c3fb1ff746f","108/45",,"ARDE SPEC 247","2021-06-08T06:48:23Z","2016-11-24T06:08:06Z","2021-06-08T06:48:23Z","2016-11-24T06:08:06Z",,"1978","Made available in DSpace on 2016-11-24T06:08:06Z (GMT). No. of bitstreams: 1
ss00269.pdf: 49839916 bytes, checksum: 14bd1013e328b7a382bdd5a1afbad49b (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:23Z (GMT). No. of bitstreams: 1
ss00269.pdf: 49839916 bytes, checksum: 14bd1013e328b7a382bdd5a1afbad49b (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/405","ARDE/SPECN/247||ardedig","WARHEAD FOR ROCKET 122MM HE FRAGMENTATION FILLED",
"2d3c816d-5833-4c94-849d-dc141e474ea1","108/45",,"ARDE SPEC 255","2021-06-08T06:50:22Z","2016-11-24T06:07:53Z","2021-06-08T06:50:22Z","2016-11-24T06:07:53Z",,,"Made available in DSpace on 2016-11-24T06:07:53Z (GMT). No. of bitstreams: 1
ss00279.pdf: 23820547 bytes, checksum: 8ea58a89b801c58da7bbc21209f6972c (MD5)||Made available in DSpace on 2021-06-08T06:50:22Z (GMT). No. of bitstreams: 1
ss00279.pdf: 23820547 bytes, checksum: 8ea58a89b801c58da7bbc21209f6972c (MD5)","http://localhost:8080/xmlui/handle/108/321","ARDE/SPECN/255||ardedig","CARTRIDGE SE DROGUE NO.1 MK.2 FOR HUNTER F-56 AIRCRAFT FILLED",
"2dca56df-0288-45dc-8b43-071cd95e41d8","108/45",,"ARDE SPEC 262","2021-06-08T06:47:55Z","2016-11-24T06:08:04Z","2021-06-08T06:47:55Z","2016-11-24T06:08:04Z",,,"Made available in DSpace on 2016-11-24T06:08:04Z (GMT). No. of bitstreams: 1
ss00280.pdf: 36847856 bytes, checksum: d41bb388a4dfc0e2606dee9589c89b6a (MD5)||Made available in DSpace on 2021-06-08T06:47:55Z (GMT). No. of bitstreams: 1
ss00280.pdf: 36847856 bytes, checksum: d41bb388a4dfc0e2606dee9589c89b6a (MD5)","http://localhost:8080/xmlui/handle/108/394","ARDE/SPECN/262||ardedig","CARTRIDGE CANOPY JETTISONING CLAMSHELL FOR KIRAN AIRCRAFT EMPTY",
"2e6b65c2-6c1c-45d8-b9db-b394f16a89a1","108/45",,"ARDE PS 171","2021-06-08T06:50:54Z","2016-11-24T06:07:55Z","2021-06-08T06:50:54Z","2016-11-24T06:07:55Z",,"1985","Made available in DSpace on 2016-11-24T06:07:55Z (GMT). No. of bitstreams: 1
ss00479.pdf: 22342737 bytes, checksum: e3260bb52ae6820cd81fc202fbfd496b (MD5)
  Previous issue date: 1985||Made available in DSpace on 2021-06-08T06:50:54Z (GMT). No. of bitstreams: 1
ss00479.pdf: 22342737 bytes, checksum: e3260bb52ae6820cd81fc202fbfd496b (MD5)
  Previous issue date: 1985","http://localhost:8080/xmlui/handle/108/340","ardedig","CARTRIDGE CABLE CUTTER NO.4 MK.1 FOR SEA KING HELICOPTERS FILLED",
"2f229a0f-f0c9-42a1-96a9-ec78a2d68187","108/45",,"ARDE SPEC 164","2021-06-08T06:51:59Z","2016-11-24T06:08:25Z","2021-06-08T06:51:59Z","2016-11-24T06:08:25Z",,"1976","Made available in DSpace on 2016-11-24T06:08:25Z (GMT). No. of bitstreams: 1
ss00196.pdf: 3543612 bytes, checksum: a8eacca39eba6b00292f742b60922fcb (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-06-08T06:51:59Z (GMT). No. of bitstreams: 1
ss00196.pdf: 3543612 bytes, checksum: a8eacca39eba6b00292f742b60922fcb (MD5)
  Previous issue date: 1976","http://localhost:8080/xmlui/handle/108/530","ARDE/SPECN/164||ardedig","SHELL 76.2MM PRACTICE WITH SAND/SAW DUST/WAX ALTERNATIVELY WITH PITCH AND SAND",
"2f7af87b-0b9d-486f-adc9-076228cef227","108/45",,"ARDE PS 44","2021-06-08T06:51:08Z","2016-11-24T06:07:59Z","2021-06-08T06:51:08Z","2016-11-24T06:07:59Z",,,"Made available in DSpace on 2016-11-24T06:07:59Z (GMT). No. of bitstreams: 1
ss00378.pdf: 1400000 bytes, checksum: 45fbcdbca3d681c1a158885c4857befe (MD5)||Made available in DSpace on 2021-06-08T06:51:08Z (GMT). No. of bitstreams: 1
ss00378.pdf: 1400000 bytes, checksum: 45fbcdbca3d681c1a158885c4857befe (MD5)","http://localhost:8080/xmlui/handle/108/359","ardedig","SIMULATOR 5.5"" GUN FIRE CHARGE IV",
"2f80f64b-4f74-4f17-8499-0055206138c5","108/45",,"ARDE SPEC 484","2021-06-08T06:48:06Z","2016-11-24T06:07:25Z","2021-06-08T06:48:06Z","2016-11-24T06:07:25Z",,"1992","Made available in DSpace on 2016-11-24T06:07:25Z (GMT). No. of bitstreams: 1
ss02828.pdf: 6033545 bytes, checksum: a463cca07fe0eac3e72115f7c07db4f6 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:48:06Z (GMT). No. of bitstreams: 1
ss02828.pdf: 6033545 bytes, checksum: a463cca07fe0eac3e72115f7c07db4f6 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/149","ARDE/SPECN/484||ardedig","HE shell 30mm filled (Prov)",
"2fd39e9b-23d5-4cc1-8fbd-9943fe242a81","108/45",,"ARDE PS 97","2021-06-08T06:48:19Z","2016-11-24T06:07:32Z","2021-06-08T06:48:19Z","2016-11-24T06:07:32Z",,,"Made available in DSpace on 2016-11-24T06:07:32Z (GMT). No. of bitstreams: 1
ss00421.pdf: 4436053 bytes, checksum: 2d26c5faa6da4a2f6ad96545dc71fd27 (MD5)||Made available in DSpace on 2021-06-08T06:48:19Z (GMT). No. of bitstreams: 1
ss00421.pdf: 4436053 bytes, checksum: 2d26c5faa6da4a2f6ad96545dc71fd27 (MD5)","http://localhost:8080/xmlui/handle/108/189","ardedig","CARTRIDGE SEAT EJECTION PK-16 FOR MIG-21 F1 AIRCRAFT EMPTY",
"3098cdb2-fc63-4ba5-9178-7326179c344f","108/45",,"ARDE SPEC 292 293","2021-06-08T06:48:09Z","2016-11-24T06:08:05Z","2021-06-08T06:48:09Z","2016-11-24T06:08:05Z",,,"Made available in DSpace on 2016-11-24T06:08:05Z (GMT). No. of bitstreams: 1
ss00306.pdf: 98424313 bytes, checksum: 2be68e1887b41713c0be8de9aaa871e9 (MD5)||Made available in DSpace on 2021-06-08T06:48:09Z (GMT). No. of bitstreams: 1
ss00306.pdf: 98424313 bytes, checksum: 2be68e1887b41713c0be8de9aaa871e9 (MD5)","http://localhost:8080/xmlui/handle/108/397","ARDE/SPECN/292 293||ardedig","FUZE ALARM & CROWN ASSEMBLY FOR MINE A/T 1A NON-DETECTABLE DRILL EMPTY 292 FILLED 293",
"30c1fc03-4cb0-42c5-9bfc-95675563f5a8","108/45",,"ARDE SPEC 153","2021-06-08T06:50:49Z","2016-11-24T06:07:54Z","2021-06-08T06:50:49Z","2016-11-24T06:07:54Z",,"1974","Made available in DSpace on 2016-11-24T06:07:54Z (GMT). No. of bitstreams: 1
ss00186.pdf: 24153224 bytes, checksum: 0394c5ff19c003fa238641ef5852d338 (MD5)
  Previous issue date: 1974||Made available in DSpace on 2021-06-08T06:50:49Z (GMT). No. of bitstreams: 1
ss00186.pdf: 24153224 bytes, checksum: 0394c5ff19c003fa238641ef5852d338 (MD5)
  Previous issue date: 1974","http://localhost:8080/xmlui/handle/108/333","ARDE/SPECN/153||ardedig","ROCKET AIRCRAFT 68MM TYPE A-HC",
"336828b1-5d15-4d4b-8c06-c298d399bd26","108/45",,"ARDE SPEC 131  &  ARDE PS 53","2021-06-08T06:53:00Z","2016-11-24T06:07:18Z","2021-06-08T06:53:00Z","2016-11-24T06:07:18Z",,"1972","Made available in DSpace on 2016-11-24T06:07:18Z (GMT). No. of bitstreams: 1
ss00164.pdf: 995336 bytes, checksum: 0bd46ec9e964526fac2ccb26f999c042 (MD5)
  Previous issue date: 1972||Made available in DSpace on 2021-06-08T06:53:00Z (GMT). No. of bitstreams: 1
ss00164.pdf: 995336 bytes, checksum: 0bd46ec9e964526fac2ccb26f999c042 (MD5)
  Previous issue date: 1972","http://localhost:8080/xmlui/handle/108/100","ARDE/SPECN/131||ardedig","PROJECTOR MINIFLARE",
"34179164-5f00-40f3-b294-c3dac7dbb366","108/45",,"ARDE SPEC 141","2021-06-08T06:50:47Z","2016-11-24T06:07:55Z","2021-06-08T06:50:47Z","2016-11-24T06:07:55Z",,"1973","Made available in DSpace on 2016-11-24T06:07:55Z (GMT). No. of bitstreams: 1
ss00173.pdf: 6364484 bytes, checksum: 7233a0d694a3a1a8c5c733f5ec609c80 (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-06-08T06:50:47Z (GMT). No. of bitstreams: 1
ss00173.pdf: 6364484 bytes, checksum: 7233a0d694a3a1a8c5c733f5ec609c80 (MD5)
  Previous issue date: 1973","http://localhost:8080/xmlui/handle/108/339","ARDE/SPECN/141||ardedig","PARACHUTE ILLUMINATING SHELL 18IN"" DIA WITH NYLON ROPE",
"34b38228-697c-4db6-8a46-14d5914d5611","108/45",,"ARDE SPEC 254","2021-06-08T06:48:31Z","2016-11-24T06:07:29Z","2021-06-08T06:48:31Z","2016-11-24T06:07:29Z",,,"Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00278.pdf: 23436941 bytes, checksum: fc9ff166435bf8e875b26bcd88ea0f7e (MD5)||Made available in DSpace on 2021-06-08T06:48:31Z (GMT). No. of bitstreams: 1
ss00278.pdf: 23436941 bytes, checksum: fc9ff166435bf8e875b26bcd88ea0f7e (MD5)","http://localhost:8080/xmlui/handle/108/167","ARDE/SPECN/254||ardedig","CARTRIDGE SE DROGUE NO.1 MK.2 FOR HUNTER F-56 AIRCRAFT EMPTY",
"34cb0cfc-495e-4f13-8a5c-389ddbc0264b","108/45",,"ARDE PS 131","2021-06-08T06:48:11Z","2016-11-24T06:07:23Z","2021-06-08T06:48:11Z","2016-11-24T06:07:23Z",,,"Made available in DSpace on 2016-11-24T06:07:23Z (GMT). No. of bitstreams: 1
ss00453.pdf: 4945853 bytes, checksum: fac1f63128ea1eeca79499ad5dc74336 (MD5)||Made available in DSpace on 2021-06-08T06:48:11Z (GMT). No. of bitstreams: 1
ss00453.pdf: 4945853 bytes, checksum: fac1f63128ea1eeca79499ad5dc74336 (MD5)","http://localhost:8080/xmlui/handle/108/135","ardedig","FUZE DA & DELAY FOR 122MM HE FRAGMENTATION ROCKET",
"34e4c367-c5a7-449e-a665-28b7c094e895","108/45",,"ARDE SPEC 68","2021-06-08T06:48:22Z","2016-11-24T06:07:26Z","2021-06-08T06:48:22Z","2016-11-24T06:07:26Z",,"1969","Made available in DSpace on 2016-11-24T06:07:26Z (GMT). No. of bitstreams: 1
ss00126.pdf: 257561034 bytes, checksum: 0a201c44e574aa735a7138c83bbaf9b9 (MD5)
  Previous issue date: 1969||Made available in DSpace on 2021-06-08T06:48:22Z (GMT). No. of bitstreams: 1
ss00126.pdf: 257561034 bytes, checksum: 0a201c44e574aa735a7138c83bbaf9b9 (MD5)
  Previous issue date: 1969","http://localhost:8080/xmlui/handle/108/153","ARDE/SPECN/68||ardedig","IGNITER FOR MOTOR ROCKET 68MM TYPES 22 AND 24 (DRAWING NO. ARDE 964/62)",
"353943b3-e585-4224-a155-172a18749917","108/45",,"ARDE SPEC 125","2021-06-08T06:52:08Z","2016-11-24T06:08:19Z","2021-06-08T06:52:08Z","2016-11-24T06:08:19Z",,,"Made available in DSpace on 2016-11-24T06:08:19Z (GMT). No. of bitstreams: 1
ss00162.pdf: 6464964 bytes, checksum: 339119d9a21994ae95ac49705b5d7da5 (MD5)||Made available in DSpace on 2021-06-08T06:52:08Z (GMT). No. of bitstreams: 1
ss00162.pdf: 6464964 bytes, checksum: 339119d9a21994ae95ac49705b5d7da5 (MD5)","http://localhost:8080/xmlui/handle/108/494","ARDE/SPECN/125||ardedig","CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 2 PIN NO.1 MK.3 INDIGENOUS",
"3561709f-9686-4cb1-9a64-6211f3e75d2f","108/45",,"ARDE SPEC 246","2021-06-08T06:51:34Z","2016-11-24T06:08:17Z","2021-06-08T06:51:34Z","2016-11-24T06:08:17Z",,"1978","Made available in DSpace on 2016-11-24T06:08:17Z (GMT). No. of bitstreams: 1
ss00268.pdf: 29974904 bytes, checksum: bfda8cf2a2bd37243f9c63c148c9a218 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:51:34Z (GMT). No. of bitstreams: 1
ss00268.pdf: 29974904 bytes, checksum: bfda8cf2a2bd37243f9c63c148c9a218 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/486","ARDE/SPECN/246||ardedig","WARHEAD BODY AND FRAGMENTATION SLEEVE FOR ROCKET 122MM HE FRAGMENTATION EMPTY",
"35ba9ac2-cbc3-466a-ab24-d85d012a51c7","108/45",,"ARDE SPEC 33","2021-06-08T06:49:20Z","2016-11-24T06:07:46Z","2021-06-08T06:49:20Z","2016-11-24T06:07:46Z",,"1966","Made available in DSpace on 2016-11-24T06:07:46Z (GMT). No. of bitstreams: 1
ss00033.pdf: 7184231 bytes, checksum: 4b7127944a251c920b5f0b1597a0c7f4 (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-06-08T06:49:20Z (GMT). No. of bitstreams: 1
ss00033.pdf: 7184231 bytes, checksum: 4b7127944a251c920b5f0b1597a0c7f4 (MD5)
  Previous issue date: 1966","http://localhost:8080/xmlui/handle/108/282","ARDE/SPECN/33||ardedig","CARTRIDGE SA TRACER .50"" OBSERVING",
"35e66a5b-4779-4128-b554-d8b7759f0da9","108/45",,"ARDE SPEC 64","2021-06-08T06:49:58Z","2016-11-24T06:07:51Z","2021-06-08T06:49:58Z","2016-11-24T06:07:51Z",,"1969","Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss00124.pdf: 176054563 bytes, checksum: 233a3ed47112fa7ac57bd45c8a2ba7b4 (MD5)
  Previous issue date: 1969||Made available in DSpace on 2021-06-08T06:49:58Z (GMT). No. of bitstreams: 1
ss00124.pdf: 176054563 bytes, checksum: 233a3ed47112fa7ac57bd45c8a2ba7b4 (MD5)
  Previous issue date: 1969","http://localhost:8080/xmlui/handle/108/308","ARDE/SPECN/64||ardedig","CARTRIDGE RECOCKING 30MM DEFA",
"3615d388-0f9a-4df1-83db-6ae9dd37d066","108/45",,"ARDE PS 111","2021-06-08T06:48:14Z","2016-11-24T06:08:05Z","2021-06-08T06:48:14Z","2016-11-24T06:08:05Z",,,"Made available in DSpace on 2016-11-24T06:08:05Z (GMT). No. of bitstreams: 1
ss00435.pdf: 3283440 bytes, checksum: 758ed42555a07c47b78a98e582137cd0 (MD5)||Made available in DSpace on 2021-06-08T06:48:14Z (GMT). No. of bitstreams: 1
ss00435.pdf: 3283440 bytes, checksum: 758ed42555a07c47b78a98e582137cd0 (MD5)","http://localhost:8080/xmlui/handle/108/400","ardedig","EMPTIES OF CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT FILLED",
"3667b9e7-a3f0-41d0-9776-ef8fc9946ab8","108/45",,"ARDE PS 59","2021-06-08T06:48:38Z","2016-11-24T06:07:31Z","2021-06-08T06:48:38Z","2016-11-24T06:07:31Z",,"1973","Made available in DSpace on 2016-11-24T06:07:31Z (GMT). No. of bitstreams: 1
ss00388.pdf: 5794214 bytes, checksum: 228cdbeddaae91adbf743b44d7d3576c (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-06-08T06:48:38Z (GMT). No. of bitstreams: 1
ss00388.pdf: 5794214 bytes, checksum: 228cdbeddaae91adbf743b44d7d3576c (MD5)
  Previous issue date: 1973","http://localhost:8080/xmlui/handle/108/183","ardedig","CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.1 FOR GNAT AIRCRAFT FILLED",
"3668188e-17de-43f5-89ad-6c773bbf40e2","108/45",,"ARDE SPEC 367","2021-06-08T06:50:59Z","2016-11-24T06:07:58Z","2021-06-08T06:50:59Z","2016-11-24T06:07:58Z",,"1988","Made available in DSpace on 2016-11-24T06:07:58Z (GMT). No. of bitstreams: 1
ss00350.pdf: 466492 bytes, checksum: 411dd6b61493a6fdb80f4d2dc13d0c0d (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:50:59Z (GMT). No. of bitstreams: 1
ss00350.pdf: 466492 bytes, checksum: 411dd6b61493a6fdb80f4d2dc13d0c0d (MD5)
  Previous issue date: 1988","http://localhost:8080/xmlui/handle/108/352","ARDE/SPECN/367||ardedig","FUZE PROXIMITY MK.1 FOR 4.5"" GUN",
"366b69fd-131d-459e-9ff6-92d12f28d228","108/45",,"ARDE SPEC 256","2021-06-08T06:52:56Z","2016-11-24T06:07:18Z","2021-06-08T06:52:56Z","2016-11-24T06:07:18Z",,,"Made available in DSpace on 2016-11-24T06:07:18Z (GMT). No. of bitstreams: 1
ss00274.pdf: 19269403 bytes, checksum: 589206633b60e8f46ebd1c4e915e45fe (MD5)||Made available in DSpace on 2021-06-08T06:52:56Z (GMT). No. of bitstreams: 1
ss00274.pdf: 19269403 bytes, checksum: 589206633b60e8f46ebd1c4e915e45fe (MD5)","http://localhost:8080/xmlui/handle/108/103","ARDE/SPECN/256||ardedig","CARTRIDGE ELECTRIC FIRE EXTINGUISHER FOR PACKET, CARIBOU AND DAKOTA AIRCRAFT EMPTY",
"36938807-5111-48ef-9f14-f295f845b667","108/45",,"ARDE/SPECN/635","2021-06-08T06:51:16Z","2016-11-24T06:08:14Z","2021-06-08T06:51:16Z","2016-11-24T06:08:14Z",,"2003","Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
sp07441.pdf: 23609676 bytes, checksum: 854922415dcdbfa1b4b8df4dedf4e07f (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-06-08T06:51:16Z (GMT). No. of bitstreams: 1
sp07441.pdf: 23609676 bytes, checksum: 854922415dcdbfa1b4b8df4dedf4e07f (MD5)
  Previous issue date: 2003","http://localhost:8080/xmlui/handle/108/467","ARDE/SPEC/635||ardedig","Specification to govern filling, inspection, proof and supply of cartridge frangible pillar No.2 MK 2 for Sea Harrier aircraft (Filled assembly)",
"36bced96-ce50-4dab-bb1d-5d72240b577f","108/45",,"ARDE PS 135","2021-06-08T06:49:49Z","2016-11-24T06:07:48Z","2021-06-08T06:49:49Z","2016-11-24T06:07:48Z",,,"Made available in DSpace on 2016-11-24T06:07:48Z (GMT). No. of bitstreams: 1
ss00458.pdf: 27857809 bytes, checksum: 46be096f3b9559dc46b1b4a34969d049 (MD5)||Made available in DSpace on 2021-06-08T06:49:49Z (GMT). No. of bitstreams: 1
ss00458.pdf: 27857809 bytes, checksum: 46be096f3b9559dc46b1b4a34969d049 (MD5)","http://localhost:8080/xmlui/handle/108/298","ardedig","PYROTECHNIC IGNITER CARTRIDGE PV-50 FOR MIG-21M AND 21MF TYPE 96 AIRCRAFT EMPTY",
"3717dba0-ccfc-4d61-9a7f-3b3498c0ec76","108/45",,"ARDE PS 191","2021-06-08T06:50:38Z","2016-11-24T06:07:58Z","2021-06-08T06:50:38Z","2016-11-24T06:07:58Z",,"1988","Made available in DSpace on 2016-11-24T06:07:58Z (GMT). No. of bitstreams: 1
ss00492.pdf: 19163724 bytes, checksum: a773f0d4eb3751a1d8a764d9a8173a1e (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:50:38Z (GMT). No. of bitstreams: 1
ss00492.pdf: 19163724 bytes, checksum: a773f0d4eb3751a1d8a764d9a8173a1e (MD5)
  Previous issue date: 1988","http://localhost:8080/xmlui/handle/108/350","ardedig","CARTRIDGE CASE QF 30MM BRASS EMPTY",
"3722c882-f84d-4a98-bc85-ff14cd946c32","108/45",,"ARDE PS 92  &  CRE PS 002","2021-06-08T06:48:05Z","2016-11-24T06:07:27Z","2021-06-08T06:48:05Z","2016-11-24T06:07:27Z",,"1978","Made available in DSpace on 2016-11-24T06:07:27Z (GMT). No. of bitstreams: 1
ss00416.pdf: 7767767 bytes, checksum: 2928a40749ab0a4fedb1508d9268834d (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:05Z (GMT). No. of bitstreams: 1
ss00416.pdf: 7767767 bytes, checksum: 2928a40749ab0a4fedb1508d9268834d (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/156","ardedig","CARTRIDGE PK-3M-1 FOR MIG-21 AIRCRAFT FILLED",
"373e3fe6-eeb0-435d-a882-db3edcdf082e","108/45",,"ARDE SPEC 277 278 279 280 281","2021-06-08T06:52:10Z","2016-11-24T06:08:23Z","2021-06-08T06:52:10Z","2016-11-24T06:08:23Z",,,"Made available in DSpace on 2016-11-24T06:08:23Z (GMT). No. of bitstreams: 1
ss00294.pdf: 182791767 bytes, checksum: 363f1ec30fc98615feb8757351d65213 (MD5)||Made available in DSpace on 2021-06-08T06:52:10Z (GMT). No. of bitstreams: 1
ss00294.pdf: 182791767 bytes, checksum: 363f1ec30fc98615feb8757351d65213 (MD5)","http://localhost:8080/xmlui/handle/108/520","ARDE/SPECN/277 278 279 280 281||ardedig","MINE ANTI-TANK NON-DETECTABLE MK.III BAR EMPTY 277 FILLED 278 FUZE EMPTY 279 FUZE FILLED 280 DETONATOR 281",
