,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
30,21434a2f-e4b9-4390-891d-2028f6666e9e,THE HINDU,2018-01-19,"Submitted by Ajay Pandey (akpandey@arde.org) on 2018-01-19T06:16:23Z
No. of bitstreams: 1
scan0002.pdf: 488120 bytes, checksum: 36831f1ad8dd6f78584cec400f4a96d3 (MD5)||Made available in DSpace on 2018-01-19T06:16:23Z (GMT). No. of bitstreams: 1
scan0002.pdf: 488120 bytes, checksum: 36831f1ad8dd6f78584cec400f4a96d3 (MD5)
  Previous issue date: 2018-01-19||Made available in DSpace on 2021-04-07T08:51:00Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
scan0002.pdf: 488120 bytes, checksum: 36831f1ad8dd6f78584cec400f4a96d3 (MD5)
  Previous issue date: 2018-01-19",http://localhost:8080/xmlui/handle/108/152185,,Defence Ministry Nominee takes over as media officer,Defence Ministry Nominee takes over as media officer
31,22afd455-b5ca-469d-8029-e3e62768de9e,"Shukla, Ajai",2015-01-06,"Made available in DSpace on 2016-12-08T10:50:18Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: b808e369d2ffd8819997ff899220c848 (MD5)
DPSU.pdf: 68887 bytes, checksum: fc199621b1ff7e650825ce544fbcab04 (MD5)
  Previous issue date: 2015-01-06||Made available in DSpace on 2021-04-07T08:50:28Z (GMT). No. of bitstreams: 2
DPSU.pdf: 68887 bytes, checksum: fc199621b1ff7e650825ce544fbcab04 (MD5)
license.txt: 1831 bytes, checksum: b808e369d2ffd8819997ff899220c848 (MD5)
  Previous issue date: 2015-01-06",http://localhost:8080/xmlui/handle/108/84536,"DefMin to ease procurement procedure, galvanise industry with “Make” projects",,"DefMin to ease procurement procedure, galvanise industry with “Make” projects"
32,25b87929-a396-47b1-9b7a-34255ae7141e,"Josheph, Josey",2010-08-01,"Made available in DSpace on 2016-12-08T10:50:23Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 78d5954c67983f3b32153317bca4e225 (MD5)
02Aug 21TOI.pdf: 321969 bytes, checksum: 1f894bf4f38317426ce4d314bfe12cfb (MD5)
  Previous issue date: 2010-08-01||Made available in DSpace on 2021-04-07T08:50:00Z (GMT). No. of bitstreams: 2
02Aug 21TOI.pdf: 321969 bytes, checksum: 1f894bf4f38317426ce4d314bfe12cfb (MD5)
license.txt: 1831 bytes, checksum: 78d5954c67983f3b32153317bca4e225 (MD5)
  Previous issue date: 2010-08-01",http://localhost:8080/xmlui/handle/108/84571,Farewell to foreign arms,,Farewell to foreign arms
33,2637fce3-e995-4e31-9280-ee4762c2f840,"Shukla, Ajai",2011,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 5a5bae7b091a63a8ceaaeeba1fa31607 (MD5)
FMBT.pdf: 32862 bytes, checksum: 7e53ead57b2e194cc3e0fbf85aec232d (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-04-07T08:49:24Z (GMT). No. of bitstreams: 2
FMBT.pdf: 32862 bytes, checksum: 7e53ead57b2e194cc3e0fbf85aec232d (MD5)
license.txt: 1831 bytes, checksum: 5a5bae7b091a63a8ceaaeeba1fa31607 (MD5)
  Previous issue date: 2011",http://localhost:8080/xmlui/handle/108/84647,FMBT : Army dithers over futuristic tank DRDO pursues  engine (Part I),,FMBT : Army dithers over futuristic tank DRDO pursues  engine (Part I)
34,281cb743-4730-4cc7-b8eb-fbcaf110f380,"Bedi, Rahul",2012-09-01,"Made available in DSpace on 2016-12-08T10:50:23Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 57ddbabf9ee3109f4d26d09e08f52d96 (MD5)
Img1.pdf: 38558 bytes, checksum: ade90efc2e4efe0501fd3c75454f7dff (MD5)
  Previous issue date: 2012-09-01||Made available in DSpace on 2021-04-07T08:50:05Z (GMT). No. of bitstreams: 2
Img1.pdf: 38558 bytes, checksum: ade90efc2e4efe0501fd3c75454f7dff (MD5)
license.txt: 1831 bytes, checksum: 57ddbabf9ee3109f4d26d09e08f52d96 (MD5)
  Previous issue date: 2012-09-01",http://localhost:8080/xmlui/handle/108/84565,India to kick off carbine trials,,India to kick off carbine trials
35,295dff2b-4315-4f66-b13c-6141ed527f0f,Agencies,2018-09-17,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-09-20T09:07:10Z
No. of bitstreams: 1
AI.pdf: 537099 bytes, checksum: 156a5609a56ca0ea22d482fd303bb361 (MD5)||Made available in DSpace on 2018-09-20T09:07:10Z (GMT). No. of bitstreams: 1
AI.pdf: 537099 bytes, checksum: 156a5609a56ca0ea22d482fd303bb361 (MD5)
  Previous issue date: 2018-09-17||Made available in DSpace on 2021-04-07T08:50:41Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
AI.pdf: 537099 bytes, checksum: 156a5609a56ca0ea22d482fd303bb361 (MD5)
  Previous issue date: 2018-09-17",http://localhost:8080/xmlui/handle/108/154306,,Hate speech-detecting AI easily fooled by humans,Hate speech-detecting AI easily fooled by humans
36,29707240-d847-42e3-81e3-24ad64688ddb,"Shukla, Ajai",2011-11-24,"Made available in DSpace on 2016-12-08T10:50:32Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 62ae6c29186700efe5288abbaee03b47 (MD5)
arjun.pdf: 36923 bytes, checksum: a0cd35f8cfca814a4f5fa75381ef344f (MD5)
  Previous issue date: 2011-11-24||Made available in DSpace on 2021-04-07T08:51:49Z (GMT). No. of bitstreams: 2
arjun.pdf: 36923 bytes, checksum: a0cd35f8cfca814a4f5fa75381ef344f (MD5)
license.txt: 1831 bytes, checksum: 62ae6c29186700efe5288abbaee03b47 (MD5)
  Previous issue date: 2011-11-24",http://localhost:8080/xmlui/handle/108/84650,Upcoming modifications on the Arjun Mark II,,Upcoming modifications on the Arjun Mark II
37,2cc2e03e-4a6d-426a-9091-92fb4e8759ee,"Ajai, Shukla",2017-03-26,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-04-03T10:54:29Z
No. of bitstreams: 1
DRDO REVAMP.pdf: 12546 bytes, checksum: 4102a4deed0ac910897a6aaf8d126cd4 (MD5)||Made available in DSpace on 2017-04-03T10:54:29Z (GMT). No. of bitstreams: 1
DRDO REVAMP.pdf: 12546 bytes, checksum: 4102a4deed0ac910897a6aaf8d126cd4 (MD5)
  Previous issue date: 2017-03-26||Made available in DSpace on 2021-04-07T08:51:31Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
DRDO REVAMP.pdf: 12546 bytes, checksum: 4102a4deed0ac910897a6aaf8d126cd4 (MD5)
  Previous issue date: 2017-03-26",http://localhost:8080/xmlui/handle/108/149134,,"Three years after Modi rattled DRDO, little has changed","Three years after Modi rattled DRDO, little has changed"
38,2d5bce5b-85b1-4bd6-adf3-2fd0f4078d2d,,2010-05-14,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 20f66488bb29d9a2e466658cd3932263 (MD5)
14May 5.pdf: 110321 bytes, checksum: bca7e161cce3ff82af1b20600bfabfe3 (MD5)
  Previous issue date: 2010-05-14||Made available in DSpace on 2021-04-07T08:49:44Z (GMT). No. of bitstreams: 2
14May 5.pdf: 110321 bytes, checksum: bca7e161cce3ff82af1b20600bfabfe3 (MD5)
license.txt: 1831 bytes, checksum: 20f66488bb29d9a2e466658cd3932263 (MD5)
  Previous issue date: 2010-05-14",http://localhost:8080/xmlui/handle/108/84597,Revamp of DRDO planned to make it more accountable,,Revamp of DRDO planned to make it more accountable
39,2db747bc-b457-40b2-953a-da650b20fdc7,"Shukla, Ajai",2010-06-01,"Made available in DSpace on 2016-12-08T10:50:20Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 70ac7df0cdf8806a6e9b792aa4685c17 (MD5)
bs01JuneAjai.pdf: 48713 bytes, checksum: 71ad77b1395b62b7a5df6d185dbe11f7 (MD5)
  Previous issue date: 2010-06-01||Made available in DSpace on 2021-04-07T08:50:17Z (GMT). No. of bitstreams: 2
bs01JuneAjai.pdf: 48713 bytes, checksum: 71ad77b1395b62b7a5df6d185dbe11f7 (MD5)
license.txt: 1831 bytes, checksum: 70ac7df0cdf8806a6e9b792aa4685c17 (MD5)
  Previous issue date: 2010-06-01",http://localhost:8080/xmlui/handle/108/84548,Fundamentally defensive,,Fundamentally defensive
40,2dd40dc5-041f-45f3-8c66-f768750ff24c,"Shukla, Ajai",2011-01-10,"Made available in DSpace on 2016-12-08T10:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: ee5442bfa333e5305d6df64a5facf7c6 (MD5)
mmpallam.pdf: 17779 bytes, checksum: 065109d18ed7370ae153278b214364e7 (MD5)
  Previous issue date: 2011-01-10||Made available in DSpace on 2021-04-07T08:50:12Z (GMT). No. of bitstreams: 2
mmpallam.pdf: 17779 bytes, checksum: 065109d18ed7370ae153278b214364e7 (MD5)
license.txt: 1831 bytes, checksum: ee5442bfa333e5305d6df64a5facf7c6 (MD5)
  Previous issue date: 2011-01-10",http://localhost:8080/xmlui/handle/108/84556,"Q&A: M M Pallam Raju, Minister of State for Defence",,"Q&A: M M Pallam Raju, Minister of State for Defence"
41,2f462554-512e-43d2-9612-23828fcf9a08,"Express, News Service",2019-09-25,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2019-09-25T04:38:29Z
No. of bitstreams: 1
scan0001.pdf: 331254 bytes, checksum: bfeb142791c265178875b61a7dcc022b (MD5)||Made available in DSpace on 2019-09-25T04:38:29Z (GMT). No. of bitstreams: 1
scan0001.pdf: 331254 bytes, checksum: bfeb142791c265178875b61a7dcc022b (MD5)
  Previous issue date: 2019-09-25||Made available in DSpace on 2021-04-07T08:50:34Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
scan0001.pdf: 331254 bytes, checksum: bfeb142791c265178875b61a7dcc022b (MD5)
  Previous issue date: 2019-09-25",http://localhost:8080/xmlui/handle/108/156055,,MoD forms panel on Ordnance Factory Board restructuring,MoD forms panel on Ordnance Factory Board restructuring
42,32c51657-28a9-49b6-9897-ed1ee934d426,"Unithan, Sandeep",2015-07,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8f0e68fdef6db1d799de9b15d5f85c85 (MD5)
army scraps.pdf: 66358 bytes, checksum: 2a21442a89fb6d552a4fa8f20def16f4 (MD5)
  Previous issue date: 2015-07||Made available in DSpace on 2021-04-07T08:50:25Z (GMT). No. of bitstreams: 2
army scraps.pdf: 66358 bytes, checksum: 2a21442a89fb6d552a4fa8f20def16f4 (MD5)
license.txt: 1831 bytes, checksum: 8f0e68fdef6db1d799de9b15d5f85c85 (MD5)
  Previous issue date: 2015-07",http://localhost:8080/xmlui/handle/108/84539,Army scraps the world's largest assault rifle tender,,Army scraps the world's largest assault rifle tender
43,344bb300-f8dc-4b0e-a526-a01d55ca5ea2,"Mohan, Vijay",2010-07-21,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1f80ca13bbc66218beed188ffafb64b5 (MD5)
22Jul1Tribune.pdf: 102130 bytes, checksum: f50fdf6748d2cfea45167c1426a2eb06 (MD5)
  Previous issue date: 2010-07-21||Made available in DSpace on 2021-04-07T08:49:49Z (GMT). No. of bitstreams: 2
22Jul1Tribune.pdf: 102130 bytes, checksum: f50fdf6748d2cfea45167c1426a2eb06 (MD5)
license.txt: 1831 bytes, checksum: 1f80ca13bbc66218beed188ffafb64b5 (MD5)
  Previous issue date: 2010-07-21",http://localhost:8080/xmlui/handle/108/84588,Army orders 1 million pieces of grenade developed by DRDO's Chandigarh lab,,Army orders 1 million pieces of grenade developed by DRDO's Chandigarh lab
44,3707e5c2-4c5b-49d6-a36d-f95115fce46a,The Indian Express,2017-06-08,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-06-08T06:08:24Z
No. of bitstreams: 1
news8june20170001.pdf: 309581 bytes, checksum: 63600699bc6e0a6e65e4aaf9f90d409e (MD5)||Made available in DSpace on 2017-06-08T06:08:24Z (GMT). No. of bitstreams: 1
news8june20170001.pdf: 309581 bytes, checksum: 63600699bc6e0a6e65e4aaf9f90d409e (MD5)
  Previous issue date: 2017-06-08||Made available in DSpace on 2021-04-07T08:51:24Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news8june20170001.pdf: 309581 bytes, checksum: 63600699bc6e0a6e65e4aaf9f90d409e (MD5)
  Previous issue date: 2017-06-08",http://localhost:8080/xmlui/handle/108/149721,,Talegaon Ordnance Depot celebrates platinum jubilee,Talegaon Ordnance Depot celebrates platinum jubilee
45,373f12c7-a824-4c62-a252-041cc65df9d0,"Shukla, Ajay",2018-04-14,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:22:42Z
No. of bitstreams: 1
Untitled 1.pdf: 50618 bytes, checksum: fb6ff0d35d603b81318b033276777fc2 (MD5)||Made available in DSpace on 2018-04-19T08:22:42Z (GMT). No. of bitstreams: 1
Untitled 1.pdf: 50618 bytes, checksum: fb6ff0d35d603b81318b033276777fc2 (MD5)
  Previous issue date: 2018-04-14||Made available in DSpace on 2021-04-07T08:50:50Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Untitled 1.pdf: 50618 bytes, checksum: fb6ff0d35d603b81318b033276777fc2 (MD5)
  Previous issue date: 2018-04-14",http://localhost:8080/xmlui/handle/108/153367,,Navy to Consider new ship-borne Kamov -226T helicopters,Navy to Consider new ship-borne Kamov -226T helicopters
46,389dd538-ec10-45c6-ab00-b13b7f9d00e1,"Wasserbly, Daniel",2010-07-09,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 3300092746c2e082870422586fd23a9c (MD5)
130701arde.pdf: 23224 bytes, checksum: e3035168bd90b457e02250f03cf908aa (MD5)
  Previous issue date: 2010-07-09||Made available in DSpace on 2021-04-07T08:49:54Z (GMT). No. of bitstreams: 2
130701arde.pdf: 23224 bytes, checksum: e3035168bd90b457e02250f03cf908aa (MD5)
license.txt: 1831 bytes, checksum: 3300092746c2e082870422586fd23a9c (MD5)
  Previous issue date: 2010-07-09",http://localhost:8080/xmlui/handle/108/84579,US DoD launches laser project for smaller platforms,,US DoD launches laser project for smaller platforms
47,391095d8-9c66-4c22-ad8f-612e832da618,,2010-12-15,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: bcf01abd8d840213d754828e49825069 (MD5)
15Dec18.pdf: 265960 bytes, checksum: e29ae09b1c1215570ad91fe9a529ae18 (MD5)
  Previous issue date: 2010-12-15||Made available in DSpace on 2021-04-07T08:49:28Z (GMT). No. of bitstreams: 2
15Dec18.pdf: 265960 bytes, checksum: e29ae09b1c1215570ad91fe9a529ae18 (MD5)
license.txt: 1831 bytes, checksum: bcf01abd8d840213d754828e49825069 (MD5)
  Previous issue date: 2010-12-15",http://localhost:8080/xmlui/handle/108/84633,Merchants of Death,,Merchants of Death
48,39436db3-931f-4c47-8d68-e3c58ff44c37,"Shukla, Ajai",2011-05-13,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 98a98f7e7d981a673d767effc7a8ad31 (MD5)
bae.pdf: 15221 bytes, checksum: 9ae99444e9ea527708869376e4196fd7 (MD5)
  Previous issue date: 2011-05-13||Made available in DSpace on 2021-04-07T08:49:27Z (GMT). No. of bitstreams: 2
bae.pdf: 15221 bytes, checksum: 9ae99444e9ea527708869376e4196fd7 (MD5)
license.txt: 1831 bytes, checksum: 98a98f7e7d981a673d767effc7a8ad31 (MD5)
  Previous issue date: 2011-05-13",http://localhost:8080/xmlui/handle/108/84637,BAE Systems rethinks decision on artillery contracts,,BAE Systems rethinks decision on artillery contracts
49,3aa2318f-4583-4e8f-ad57-bead0d4cbdfb,"Banerjee, Ajay",2010-12-14,"Made available in DSpace on 2016-12-08T10:50:20Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8788a44d632a63d6c7a3d599637aee3e (MD5)
13Dec20.pdf: 105078 bytes, checksum: a7df7def4580509189aac72488402023 (MD5)
  Previous issue date: 2010-12-14||Made available in DSpace on 2021-04-07T08:50:19Z (GMT). No. of bitstreams: 2
13Dec20.pdf: 105078 bytes, checksum: a7df7def4580509189aac72488402023 (MD5)
license.txt: 1831 bytes, checksum: 8788a44d632a63d6c7a3d599637aee3e (MD5)
  Previous issue date: 2010-12-14",http://localhost:8080/xmlui/handle/108/84547,Army to shop for new firing weapons,,Army to shop for new firing weapons
50,3b3cdbe5-bbd5-4f15-973f-ab05e42eb00e,"Gurung, Shaurya||Chaudhury, Dipanjan Roy",2017-11-27,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-27T05:47:50Z
No. of bitstreams: 1
newsTET27nov20170001.pdf: 2067539 bytes, checksum: 652454c9495e90dd2e052adf5dbec491 (MD5)||Made available in DSpace on 2017-11-27T05:47:50Z (GMT). No. of bitstreams: 1
newsTET27nov20170001.pdf: 2067539 bytes, checksum: 652454c9495e90dd2e052adf5dbec491 (MD5)
  Previous issue date: 2017-11-27||Made available in DSpace on 2021-04-07T08:51:15Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
newsTET27nov20170001.pdf: 2067539 bytes, checksum: 652454c9495e90dd2e052adf5dbec491 (MD5)
  Previous issue date: 2017-11-27",http://localhost:8080/xmlui/handle/108/151699,,Russia's Choppers Made in India May Be Exported,Russia's Choppers Made in India May Be Exported
51,3c9dda0c-61ee-4b84-b934-ed8e1776afac,"Shukla, Ajai",2012-08-13,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 101c36f425f6dad5393ad1886d782b63 (MD5)
foreign vendors.pdf: 17274 bytes, checksum: 1a227ecbef45f5699657c56311b27c77 (MD5)
  Previous issue date: 2012-08-13||Made available in DSpace on 2021-04-07T08:49:48Z (GMT). No. of bitstreams: 2
foreign vendors.pdf: 17274 bytes, checksum: 1a227ecbef45f5699657c56311b27c77 (MD5)
license.txt: 1831 bytes, checksum: 101c36f425f6dad5393ad1886d782b63 (MD5)
  Previous issue date: 2012-08-13",http://localhost:8080/xmlui/handle/108/84589,"For foreign vendors, by foreign vendors",,"For foreign vendors, by foreign vendors"
52,410062a8-dd0c-4f85-a69c-206a838469c9,,2017-03-15,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-03-15T04:46:10Z
No. of bitstreams: 1
The Times Of India15march20170001.pdf: 300516 bytes, checksum: 3d924d6e2a99d9c95a4c28821adf1028 (MD5)||Made available in DSpace on 2017-03-15T04:46:10Z (GMT). No. of bitstreams: 1
The Times Of India15march20170001.pdf: 300516 bytes, checksum: 3d924d6e2a99d9c95a4c28821adf1028 (MD5)
  Previous issue date: 2017-03-15||Made available in DSpace on 2021-04-07T08:51:35Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
The Times Of India15march20170001.pdf: 300516 bytes, checksum: 3d924d6e2a99d9c95a4c28821adf1028 (MD5)
  Previous issue date: 2017-03-15",http://localhost:8080/xmlui/handle/108/148943,,"Back as raksha mantri, Jaitley will have to come out all guns blazing","Back as raksha mantri, Jaitley will have to come out all guns blazing"
53,416bd8c8-e013-4f6a-b867-1d94d6bd5393,"Times, The Economic",2019-06-03,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2019-06-03T07:04:35Z
No. of bitstreams: 1
NPC 01-03 June 2019.pdf: 1451949 bytes, checksum: 7a9093f8b21e845676ad484ea1173f7e (MD5)||Made available in DSpace on 2019-06-03T07:04:36Z (GMT). No. of bitstreams: 1
NPC 01-03 June 2019.pdf: 1451949 bytes, checksum: 7a9093f8b21e845676ad484ea1173f7e (MD5)
  Previous issue date: 2019-06-03||Made available in DSpace on 2021-04-07T08:50:38Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
NPC 01-03 June 2019.pdf: 1451949 bytes, checksum: 7a9093f8b21e845676ad484ea1173f7e (MD5)
  Previous issue date: 2019-06-03",http://localhost:8080/xmlui/handle/108/155521,,Local production of defence equipment,Local production of defence equipment
54,41c3ab46-ce9d-4ce2-aa4d-61af380fe7ca,DESIDOC,2020-05-01,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-05-11T06:32:41Z
No. of bitstreams: 1
NPC - Coronavirus 2020.pdf: 19150265 bytes, checksum: 626a3e6ce86595571d88cbd7844da222 (MD5)||Made available in DSpace on 2020-05-11T06:32:41Z (GMT). No. of bitstreams: 1
NPC - Coronavirus 2020.pdf: 19150265 bytes, checksum: 626a3e6ce86595571d88cbd7844da222 (MD5)
  Previous issue date: 2020-05-01||Made available in DSpace on 2021-04-07T08:50:10Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
NPC - Coronavirus 2020.pdf: 19150265 bytes, checksum: 626a3e6ce86595571d88cbd7844da222 (MD5)
  Previous issue date: 2020-05-01",http://localhost:8080/xmlui/handle/108/156837,,News Papers Clippings of DRDO on COVID-19,News Papers Clippings of DRDO on COVID-19
55,46349e8d-9443-4096-8367-5186c8f128a0,"Behra, Laxman K",2011-03-09,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 592a4ce5f5a076a58b79b34877cbfa8f (MD5)
budget.pdf: 48704 bytes, checksum: 31fd7d2301aca40637e5e64581159a99 (MD5)
  Previous issue date: 2011-03-09||Made available in DSpace on 2021-04-07T08:49:33Z (GMT). No. of bitstreams: 2
budget.pdf: 48704 bytes, checksum: 31fd7d2301aca40637e5e64581159a99 (MD5)
license.txt: 1831 bytes, checksum: 592a4ce5f5a076a58b79b34877cbfa8f (MD5)
  Previous issue date: 2011-03-09",http://localhost:8080/xmlui/handle/108/84619,IDSA Comment on Indian Defence Budget 2011-12,,IDSA Comment on Indian Defence Budget 2011-12
56,466dbc8c-cdd0-4217-94b4-f9035e33bf8a,Task Nad Purpose,2020-10-15,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-19T06:04:02Z
No. of bitstreams: 1
IDRW Oct 18.pdf: 223816 bytes, checksum: 96ed9b687d780af2a1f34dc7cbd36777 (MD5)||Made available in DSpace on 2020-10-19T06:04:02Z (GMT). No. of bitstreams: 1
IDRW Oct 18.pdf: 223816 bytes, checksum: 96ed9b687d780af2a1f34dc7cbd36777 (MD5)
  Previous issue date: 2020-10-15||Made available in DSpace on 2021-04-07T08:50:39Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
IDRW Oct 18.pdf: 223816 bytes, checksum: 96ed9b687d780af2a1f34dc7cbd36777 (MD5)
  Previous issue date: 2020-10-15",http://localhost:8080/xmlui/handle/108/173115,,The company behind the AK-47 just unveiled a brand new rifle,The company behind the AK-47 just unveiled a brand new rifle
57,477f3766-08bf-470b-866e-b4be9ff03941,"Shukla, Ajai",2011-11-24,"Made available in DSpace on 2016-12-08T10:50:32Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 7301b4cadb829833ff0f1642c590f62b (MD5)
arjun0.pdf: 135998 bytes, checksum: 08315bd40ea4f512f4d9ace7db8e48c2 (MD5)
  Previous issue date: 2011-11-24||Made available in DSpace on 2021-04-07T08:51:45Z (GMT). No. of bitstreams: 2
arjun0.pdf: 135998 bytes, checksum: 08315bd40ea4f512f4d9ace7db8e48c2 (MD5)
license.txt: 1831 bytes, checksum: 7301b4cadb829833ff0f1642c590f62b (MD5)
  Previous issue date: 2011-11-24",http://localhost:8080/xmlui/handle/108/84654,"Heavier, more lethal arjun tank poised for trials",,"Heavier, more lethal arjun tank poised for trials"
58,47e07791-f25c-4e72-80bd-84bb61543a5c,"Singh, Sushant",2017-11-20,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-23T09:41:46Z
No. of bitstreams: 1
news20nov20170001.pdf: 4288515 bytes, checksum: db99f38aca9bdf55ba7f8b3e2be362bc (MD5)||Made available in DSpace on 2017-11-23T09:41:46Z (GMT). No. of bitstreams: 1
news20nov20170001.pdf: 4288515 bytes, checksum: db99f38aca9bdf55ba7f8b3e2be362bc (MD5)
  Previous issue date: 2017-11-20||Made available in DSpace on 2021-04-07T08:51:15Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news20nov20170001.pdf: 4288515 bytes, checksum: db99f38aca9bdf55ba7f8b3e2be362bc (MD5)
  Previous issue date: 2017-11-20",http://localhost:8080/xmlui/handle/108/151654,,"MoD Scraps $500 - m Israeli missile deal, wants DRDO to make in India","MoD Scraps $500 - m Israeli missile deal, wants DRDO to make in India"
59,4991c883-b245-4dd8-8bfc-2888b81d40d3,,2010-09-03,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 831a08ac03443878514ee388f4878e57 (MD5)
south.pdf: 17828 bytes, checksum: 8bdda2f041431b1f4b60a5acec36a2c6 (MD5)
  Previous issue date: 2010-09-03||Made available in DSpace on 2021-04-07T08:49:41Z (GMT). No. of bitstreams: 2
south.pdf: 17828 bytes, checksum: 8bdda2f041431b1f4b60a5acec36a2c6 (MD5)
license.txt: 1831 bytes, checksum: 831a08ac03443878514ee388f4878e57 (MD5)
  Previous issue date: 2010-09-03",http://localhost:8080/xmlui/handle/108/84602,India and South Korea Sign two Landmark MoUs to Boost Defence Cooperation,,India and South Korea Sign two Landmark MoUs to Boost Defence Cooperation
60,4a075ca5-2a9a-43d1-bf6d-567f2d643e49,,2011-02-10,"Made available in DSpace on 2016-12-08T10:50:29Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 6966d3190f7e0f86cefd69e99f89303d (MD5)
DRDOplanstechnoi.pdf: 14603 bytes, checksum: 47b4cecc21d9d2ba90b17a8cb9c7111d (MD5)
  Previous issue date: 2011-02-10||Made available in DSpace on 2021-04-07T08:49:31Z (GMT). No. of bitstreams: 2
DRDOplanstechnoi.pdf: 14603 bytes, checksum: 47b4cecc21d9d2ba90b17a8cb9c7111d (MD5)
license.txt: 1831 bytes, checksum: 6966d3190f7e0f86cefd69e99f89303d (MD5)
  Previous issue date: 2011-02-10",http://localhost:8080/xmlui/handle/108/84625,DRDO plans techno park in Chennai,,DRDO plans techno park in Chennai
