id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.publisher[en_US],dc.subject[],dc.title[],dc.title[en_US]
"899605dd-4287-47bd-9cda-dee25cce430b","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:05:42Z","2016-12-06T04:05:24Z","2021-05-11T09:05:42Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001571.pdf: 1235760 bytes, checksum: 81427e355845326de2a1c19a4781df72 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:42Z (GMT). No. of bitstreams: 1
asmhba0001571.pdf: 1235760 bytes, checksum: 81427e355845326de2a1c19a4781df72 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34373",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Copper-Infiltrated Steels",
"4968050d-28a3-47ab-9fe9-fac1b61b96b2","108/22","ASM HB Volume 4 : Heat Treating : Heat Treating of Steel","2021-05-11T09:05:42Z","2016-12-06T04:05:22Z","2021-05-11T09:05:42Z","2016-12-06T04:05:22Z","2010","Made available in DSpace on 2016-12-06T04:05:22Z (GMT). No. of bitstreams: 1
asmhba0001157.pdf: 1235105 bytes, checksum: e7ada02666c4ff0e42d1744c0e58a1cd (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:42Z (GMT). No. of bitstreams: 1
asmhba0001157.pdf: 1235105 bytes, checksum: e7ada02666c4ff0e42d1744c0e58a1cd (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34356",,"ASM HB Volume 4||Heat Treating of Steel","Heat Treating of Powder Metallurgy Steels",
"38b0d48e-e7b4-430f-8cc1-918c29949307","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Other Bulk Forming Processes","2021-05-11T09:05:43Z","2016-12-06T04:05:23Z","2021-05-11T09:05:43Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0004008.pdf: 1685122 bytes, checksum: f39ce021b7152b17b3b32a7a175452a1 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:43Z (GMT). No. of bitstreams: 1
asmhba0004008.pdf: 1685122 bytes, checksum: f39ce021b7152b17b3b32a7a175452a1 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34365",,"ASM HB Volume 14A||Other Bulk Forming Processes","Wire, Rod, and Tube Drawing",
"aef4638e-9e60-4201-bb41-a5640d7e65b0","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:05:44Z","2016-12-06T04:05:28Z","2021-05-11T09:05:44Z","2016-12-06T04:05:28Z","2010","Made available in DSpace on 2016-12-06T04:05:28Z (GMT). No. of bitstreams: 1
asmhba0001539.pdf: 1100324 bytes, checksum: 91ae9be33e5559968d495589395c84c2 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:44Z (GMT). No. of bitstreams: 1
asmhba0001539.pdf: 1100324 bytes, checksum: 91ae9be33e5559968d495589395c84c2 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34431",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Cold Isostatic Pressing",
"1fae2e0c-0647-4ae3-9417-c2fe8bc30a66","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:05:45Z","2016-12-06T04:05:25Z","2021-05-11T09:05:45Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0000070.pdf: 2009015 bytes, checksum: 0a4606a8d122d00852a25290181dd8e8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:45Z (GMT). No. of bitstreams: 1
asmhba0000070.pdf: 2009015 bytes, checksum: 0a4606a8d122d00852a25290181dd8e8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34393",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Metal and Alloy Powders for Welding, Hardfacing, Brazing, and Soldering",
"d2c44557-78a5-4777-924c-f6fc8f5746b9","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:05:45Z","2016-12-06T04:05:26Z","2021-05-11T09:05:45Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001535.pdf: 1349258 bytes, checksum: 74d921e130a3f9e381cfbd859b5fb0bc (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:45Z (GMT). No. of bitstreams: 1
asmhba0001535.pdf: 1349258 bytes, checksum: 74d921e130a3f9e381cfbd859b5fb0bc (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34413",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Powder Metallurgy Presses and Tooling",
"c8364052-6b20-4a20-9e7c-4e491643d8fa","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Secondary Operations and Quality Control","2021-05-11T09:05:46Z","2016-12-06T04:05:26Z","2021-05-11T09:05:46Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001561.pdf: 1142988 bytes, checksum: 47419cccd1bc369a8cbf60e712fc37dc (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:46Z (GMT). No. of bitstreams: 1
asmhba0001561.pdf: 1142988 bytes, checksum: 47419cccd1bc369a8cbf60e712fc37dc (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34404",,"ASM HB Volume 7||Secondary Operations and Quality Control","Welding and Joining Processes",
"1943ac85-74d7-42e5-9e20-1051154783a6","108/22","ASM HB Volume 4 : Heat Treating : Surface Hardening of Steel","2021-05-11T09:05:47Z","2016-12-06T04:05:23Z","2021-05-11T09:05:47Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001169.pdf: 1140055 bytes, checksum: fa2b18fc2ab1e7f3686b359c0858e239 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:47Z (GMT). No. of bitstreams: 1
asmhba0001169.pdf: 1140055 bytes, checksum: fa2b18fc2ab1e7f3686b359c0858e239 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34357",,"ASM HB Volume 4||Surface Hardening of Steel","Carbonitriding of Steels",
"da3d5a6a-1eee-42b8-aeb5-3532a205c6b3","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging of Nonferrous Metals","2021-05-11T09:05:47Z","2016-12-06T04:05:25Z","2021-05-11T09:05:47Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0004002.pdf: 980316 bytes, checksum: 1d4d3b82823ac05718cf6b10fb2553a4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:47Z (GMT). No. of bitstreams: 1
asmhba0004002.pdf: 980316 bytes, checksum: 1d4d3b82823ac05718cf6b10fb2553a4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34387",,"ASM HB Volume 14A||Forging of Nonferrous Metals","Forging of Discontinuously Reinforced Aluminum Composites",
"036009cd-9ce4-4f11-881b-a4307b8094b8","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Fracture","2021-05-11T09:05:48Z","2016-12-06T04:03:53Z","2021-05-11T09:05:48Z","2016-12-06T04:03:53Z","2010","Made available in DSpace on 2016-12-06T04:03:53Z (GMT). No. of bitstreams: 1
asmhba0003538.pdf: 2286718 bytes, checksum: e8622e7696145e99c2f70e53ecbc52db (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:48Z (GMT). No. of bitstreams: 1
asmhba0003538.pdf: 2286718 bytes, checksum: e8622e7696145e99c2f70e53ecbc52db (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33170",,"ASM HB Volume 11||Fracture","Mechanisms and Appearances of Ductile and Brittle Fracture in Metals",
"3b122ca1-c3e1-432b-b1a3-4d0691212dbf","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:05:49Z","2016-12-06T04:05:23Z","2021-05-11T09:05:49Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001559.pdf: 908455 bytes, checksum: 51a69f3e24f41e7f290648cc359f9621 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:49Z (GMT). No. of bitstreams: 1
asmhba0001559.pdf: 908455 bytes, checksum: 51a69f3e24f41e7f290648cc359f9621 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34366",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Pneumatic Isostatic Forging",
"7295d120-cd58-4e29-9173-9086beb0fb5b","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Secondary Operations and Quality Control","2021-05-11T09:05:50Z","2016-12-06T04:05:24Z","2021-05-11T09:05:50Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001566.pdf: 1414169 bytes, checksum: a49b8b227108fe807b1f1dca321bf2f5 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:50Z (GMT). No. of bitstreams: 1
asmhba0001566.pdf: 1414169 bytes, checksum: a49b8b227108fe807b1f1dca321bf2f5 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34381",,"ASM HB Volume 7||Secondary Operations and Quality Control","Planning and Quality Control of Powder Metallurgy Parts Production",
"9b106c46-2371-46da-85a0-10daca211b9d","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:05:50Z","2016-12-06T04:05:24Z","2021-05-11T09:05:50Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001529.pdf: 1357714 bytes, checksum: 2f87e91185c7d41e766140d0710f6d08 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:50Z (GMT). No. of bitstreams: 1
asmhba0001529.pdf: 1357714 bytes, checksum: 2f87e91185c7d41e766140d0710f6d08 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34374",,"ASM HB Volume 7||Metal Powder Production and Characterization","Surface Area, Density, and Porosity of Powders",
"c9655fe5-671a-4e37-b9bf-130280148205","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:05:51Z","2016-12-06T04:05:29Z","2021-05-11T09:05:51Z","2016-12-06T04:05:29Z","2010","Made available in DSpace on 2016-12-06T04:05:29Z (GMT). No. of bitstreams: 1
asmhba0001570.pdf: 2167570 bytes, checksum: 0aa9fc0702b57c973d083c50c823cd59 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:51Z (GMT). No. of bitstreams: 1
asmhba0001570.pdf: 2167570 bytes, checksum: 0aa9fc0702b57c973d083c50c823cd59 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34442",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Ferrous Powder Metallurgy Materials",
"118cc803-3b21-49e7-8e3c-f435ddc47e25","108/22","ASM HB Volume 4 : Heat Treating : Heat Treating of Steel","2021-05-11T09:05:52Z","2016-12-06T04:05:23Z","2021-05-11T09:05:52Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001147.pdf: 2147765 bytes, checksum: 9ed2eceb3ae6a5a53a4bdd011df9c1a9 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:52Z (GMT). No. of bitstreams: 1
asmhba0001147.pdf: 2147765 bytes, checksum: 9ed2eceb3ae6a5a53a4bdd011df9c1a9 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34358",,"ASM HB Volume 4||Heat Treating of Steel","Annealing of Steel",
"7a3740e2-0fd6-44e0-b2a8-0d246abe250e","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging Design","2021-05-11T09:05:53Z","2016-12-06T04:05:25Z","2021-05-11T09:05:53Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0004039.pdf: 2030092 bytes, checksum: ae5eac553a4c5f251901570bb514400e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:53Z (GMT). No. of bitstreams: 1
asmhba0004039.pdf: 2030092 bytes, checksum: ae5eac553a4c5f251901570bb514400e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34399",,"ASM HB Volume 14A||Forging Design","Forging Design Involving Webs",
"ef6e1a6b-9993-48f3-a44f-e5ee9c931d93","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:05:53Z","2016-12-06T04:05:23Z","2021-05-11T09:05:53Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001590.pdf: 1302702 bytes, checksum: f34f79905e5f13a852bde884f2a71d35 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:53Z (GMT). No. of bitstreams: 1
asmhba0001590.pdf: 1302702 bytes, checksum: f34f79905e5f13a852bde884f2a71d35 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34367",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Powder Metallurgy Electrical Contact Materials",
"8fb6bb1c-4068-4ea6-868d-291c2a277130","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:05:54Z","2016-12-06T04:05:27Z","2021-05-11T09:05:54Z","2016-12-06T04:05:27Z","2010","Made available in DSpace on 2016-12-06T04:05:27Z (GMT). No. of bitstreams: 1
asmhba0001523.pdf: 1187803 bytes, checksum: 0e30a20b1e9f45d9250962c86568252b (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:54Z (GMT). No. of bitstreams: 1
asmhba0001523.pdf: 1187803 bytes, checksum: 0e30a20b1e9f45d9250962c86568252b (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34423",,"ASM HB Volume 7||Metal Powder Production and Characterization","Sieve and Fisher Subsieve Analysis of Metal Powders",
"173bd3db-0d34-4818-b99f-217230d5a39c","108/22","ASM HB Volume 4 : Heat Treating : Heat Treating of Nonferrous Alloys","2021-05-11T09:05:54Z","2016-12-06T04:05:23Z","2021-05-11T09:05:54Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001210.pdf: 588253 bytes, checksum: b6874d2d7ede5e4a2c6108f73b694a38 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:54Z (GMT). No. of bitstreams: 1
asmhba0001210.pdf: 588253 bytes, checksum: b6874d2d7ede5e4a2c6108f73b694a38 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34359",,"ASM HB Volume 4||Heat Treating of Nonferrous Alloys","Heat Treating of Tin-Rich Alloys",
"8ffee0e3-fb41-43b7-b0f3-52025e672e8e","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:05:55Z","2016-12-06T04:05:24Z","2021-05-11T09:05:55Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001508.pdf: 1630043 bytes, checksum: e1c4df32a339e4a343aca054c98c2abc (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:55Z (GMT). No. of bitstreams: 1
asmhba0001508.pdf: 1630043 bytes, checksum: e1c4df32a339e4a343aca054c98c2abc (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34375",,"ASM HB Volume 7||Metal Powder Production and Characterization","Production of Iron Powder",
"5d3f4912-2e33-4f60-9793-5d373d5fd5f7","108/22","ASM HB Volume 6 : Welding, Brazing, and Soldering : Cutting Processes","2021-05-11T09:05:56Z","2016-12-06T04:03:53Z","2021-05-11T09:05:56Z","2016-12-06T04:03:53Z","2010","Made available in DSpace on 2016-12-06T04:03:53Z (GMT). No. of bitstreams: 1
asmhba0001485.pdf: 635357 bytes, checksum: 051e454fdd37b8c9c683d63c4fc6b738 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:56Z (GMT). No. of bitstreams: 1
asmhba0001485.pdf: 635357 bytes, checksum: 051e454fdd37b8c9c683d63c4fc6b738 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33171",,"ASM HB Volume 6||Cutting Processes","Air-Carbon Arc Cutting",
"b42ff173-0d2c-4630-815b-71489473bd98","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:05:57Z","2016-12-06T04:05:25Z","2021-05-11T09:05:57Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001500.pdf: 2018867 bytes, checksum: 6ccac6495369d20bc3a288817a414524 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:57Z (GMT). No. of bitstreams: 1
asmhba0001500.pdf: 2018867 bytes, checksum: 6ccac6495369d20bc3a288817a414524 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34394",,"ASM HB Volume 7||Metal Powder Production and Characterization","Milling of Brittle and Ductile Materials",
"a6931be4-ae42-407a-82b6-a44b98514ac3","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications :  Appendices","2021-05-11T09:05:58Z","2016-12-06T04:05:24Z","2021-05-11T09:05:58Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0000072.pdf: 692072 bytes, checksum: 736af80f719294896e3060235c5e6d80 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:58Z (GMT). No. of bitstreams: 1
asmhba0000072.pdf: 692072 bytes, checksum: 736af80f719294896e3060235c5e6d80 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34382",,"ASM HB Volume 7||Vol 7 Appendices","Appendix 1",
"9c4493e1-6ab2-4f7d-8700-aaed05131842","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:05:58Z","2016-12-06T04:05:25Z","2021-05-11T09:05:58Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001593.pdf: 1150886 bytes, checksum: ab25915b5012b664de07558dc7489c15 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:58Z (GMT). No. of bitstreams: 1
asmhba0001593.pdf: 1150886 bytes, checksum: ab25915b5012b664de07558dc7489c15 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34388",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Friction Powder Metallurgy Materials",
"b709ab7e-e856-400f-bfe8-117fcd39d40c","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:05:59Z","2016-12-06T04:05:23Z","2021-05-11T09:05:59Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001544.pdf: 1298631 bytes, checksum: 8197f4a80d5210f912e886e0306a0ae4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:05:59Z (GMT). No. of bitstreams: 1
asmhba0001544.pdf: 1298631 bytes, checksum: 8197f4a80d5210f912e886e0306a0ae4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34368",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Powder Metallurgy Methods for Rapid Prototyping",
"80904db9-7c76-4bca-aad0-5b8da47c1909","108/22","ASM HB Volume 4 : Heat Treating : Heat Treating of Stainless Steels and Heat-Resistant Alloys","2021-05-11T09:06:00Z","2016-12-06T04:05:23Z","2021-05-11T09:06:00Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001201.pdf: 1832280 bytes, checksum: 1395be3857feb2c40df3525e8e7a3166 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:00Z (GMT). No. of bitstreams: 1
asmhba0001201.pdf: 1832280 bytes, checksum: 1395be3857feb2c40df3525e8e7a3166 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34360",,"ASM HB Volume 4||Heat Treating of Stainless Steels and Heat-Resista","Heat Treating of Stainless Steels",
"d317e415-6998-41ff-abb8-1fd70edeadaf","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:01Z","2016-12-06T04:05:26Z","2021-05-11T09:06:01Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001538.pdf: 1049701 bytes, checksum: 0b4c82b481769fbce0a95dae06f7ddb8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:01Z (GMT). No. of bitstreams: 1
asmhba0001538.pdf: 1049701 bytes, checksum: 0b4c82b481769fbce0a95dae06f7ddb8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34409",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Warm Compaction",
"bd8defda-0115-4f59-a2e9-be7d025b5f19","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:02Z","2016-12-06T04:05:27Z","2021-05-11T09:06:02Z","2016-12-06T04:05:27Z","2010","Made available in DSpace on 2016-12-06T04:05:27Z (GMT). No. of bitstreams: 1
asmhba0001504.pdf: 993241 bytes, checksum: ca9adfe500ffa6bfc75721741727e6c6 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:02Z (GMT). No. of bitstreams: 1
asmhba0001504.pdf: 993241 bytes, checksum: ca9adfe500ffa6bfc75721741727e6c6 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34417",,"ASM HB Volume 7||Metal Powder Production and Characterization","Spray Drying and Granulation",
"ee96f83b-0a7c-4983-bfc6-868be0232b7f","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Forging Equipment and Dies","2021-05-11T09:06:03Z","2016-12-06T04:05:24Z","2021-05-11T09:06:03Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0003976.pdf: 1219869 bytes, checksum: 0367d59ec2b442d5aa442ec723350aa9 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:03Z (GMT). No. of bitstreams: 1
asmhba0003976.pdf: 1219869 bytes, checksum: 0367d59ec2b442d5aa442ec723350aa9 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34376",,"ASM HB Volume 14A||Forging Equipment and Dies","Die Wear",
"d152758e-89c7-4c96-aaf9-056baf06a8af","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:04Z","2016-12-06T04:05:23Z","2021-05-11T09:06:04Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001536.pdf: 1484816 bytes, checksum: f6caf2a9f2d2e9035225b590866319c8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:04Z (GMT). No. of bitstreams: 1
asmhba0001536.pdf: 1484816 bytes, checksum: f6caf2a9f2d2e9035225b590866319c8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34361",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Powder Injection Molding",
"c8f1b564-9048-4a4a-98ae-272d8f34d474","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:04Z","2016-12-06T04:05:23Z","2021-05-11T09:06:04Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001501.pdf: 1118885 bytes, checksum: 3ce42f8ee2dee9c3fca0626d1dd2c4aa (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:04Z (GMT). No. of bitstreams: 1
asmhba0001501.pdf: 1118885 bytes, checksum: 3ce42f8ee2dee9c3fca0626d1dd2c4aa (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34369",,"ASM HB Volume 7||Metal Powder Production and Characterization","Chemical and Electrolytic Methods of Powder Production",
"372491f3-c266-4b5c-aa49-6fd6c046b199","108/22","ASM HB Volume 16 : Machining : Cutting Tool Materials","2021-05-11T09:06:05Z","2016-12-06T04:03:53Z","2021-05-11T09:06:05Z","2016-12-06T04:03:53Z","2010","Made available in DSpace on 2016-12-06T04:03:53Z (GMT). No. of bitstreams: 1
asmhba0002121.pdf: 856339 bytes, checksum: fb830908bdae56bc4585da7dc8ebe0d0 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:05Z (GMT). No. of bitstreams: 1
asmhba0002121.pdf: 856339 bytes, checksum: fb830908bdae56bc4585da7dc8ebe0d0 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33172",,"ASM HB Volume 16||Cutting Tool Materials","High-Speed Tool Steels",
"97da9f5b-e5d9-4524-ad59-f745007ef047","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:06Z","2016-12-06T04:05:24Z","2021-05-11T09:06:06Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001537.pdf: 1520117 bytes, checksum: 14ca8140e5e1a4df72d8fcc4dad48a46 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:06Z (GMT). No. of bitstreams: 1
asmhba0001537.pdf: 1520117 bytes, checksum: 14ca8140e5e1a4df72d8fcc4dad48a46 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34383",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Binder-Assisted Extrusion",
